PARTNER GROWTH & VELOCITY: WORKLOAD STAGE PROGRESSION & DRP CAPABILITY,,,,,,,,,,,,,
"Partner: MadeinWeb S/A | Partner Engineer: Oliver Hartley | Scope: Q3 2026 (July, August, September)",,,,,,,,,,,,,
Last Sync: 16 - Sep 2026 | Source: Concord BigQuery (Workload History & DRP Master) | Unified 14-Col Schema,,,,,,,,,,,,,
,,,,,,,,,,,,,
1. WORKLOAD GROWTH: STAGE ADVANCEMENTS (0-2 ➔ 3 & 3 ➔ 4.1),,,,,,,,,,,,,
Stage Transition,July (#),July ($ ARR),August (#),August ($ ARR),September (#),September ($ ARR),Q3 Total (#),Q3 Total ($ ARR),Share of Moved Deals,Top Pillar,Avg Deal ARR,Velocity Momentum,Status
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001n6bFlQAI"", ""Americanas S.A."")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009WCQtOAO"", ""Americanas - Incremental Growth- DataLake - SUNO Projects"")","$83,839.00",Stage 3 ➔ Stage 4.1,July,2026-07-16,3:  Proposal / Negotiation,4.1: Pre Ramp / Mobilize,4.3: Migrated/Implemented,Lucas Jacoby,Analytics,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000OebgTIAR"", ""Revenue Increase - BigQuery&Vertex"")",0014M00002GGNRCQA5,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hkFbEQAU"", ""Minas Tenis Clube"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000004ZGAxOAO"", ""Minas Tenis Clube #GCP #Analytics"")","$90,000.00",Stage 0-2 ➔ Stage 3,July,2026-07-20,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,0-2: Tech Eval/Solution Dev,Tamires Peres,Analytics,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000OpBEZIA3"", ""Minas Tenis Clube #GCP #Analytics #AIMBH26"")",0014M00002GGNRCQA5,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hqeqJQAQ"", ""CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009eQUGOA2"", ""CBF_IA"")","$130,000.00",Stage 0-2 ➔ Stage 3,August,2026-08-05,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,3:  Proposal / Negotiation,Roberta Coelho,Build with AI,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000PXQ2LIAX"", ""CBF - Passaporte do Jogador"")",0014M00002GGNRCQA5,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001htWqyQAE"", ""Valgroup"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009kIK2OAM"", ""Modernizacao Industria"")","$450,000.00",Stage 0-2 ➔ Stage 3,August,2026-08-06,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,3:  Proposal / Negotiation,Felipe Pilon,Build with AI,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000OAakHIAT"", ""Modernizacao Industria - Valgroup"")",0014M00002GGNRCQA5,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hUBZqQAO"", ""Marisa Lojas S/A"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000004ZIi4OAG"", ""Marisa Commit Direcr 3Y"")","$2,400,000.00",Stage 0-2 ➔ Stage 3,August,2026-08-10,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,4.2: Ramping / Deliver,Sarah Tobias,Analytics,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000PNoF9IAL"", ""Commit Marisa 3Y Direct"")",0014M00002GGNRCQA5,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001htWqyQAE"", ""Valgroup"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009kJ5cOAE"", ""Valgroup - Impressao - AI - Plantas"")","$400,000.00",Stage 0-2 ➔ Stage 3,August,2026-08-10,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,3:  Proposal / Negotiation,Felipe Pilon,Analytics,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000OAzDzIAL"", ""Impressao - AI - Plantas #TDSYNNEX_NY_EXPEDITION_26"")",0014M00002GGNRCQA5,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001htVWHQA2"", ""CLIMATEMPO ASSESSORIA E CONSULTORIA METEOROLOGICA LTDA."")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009eQONOA2"", ""Climatempo - CDP"")","$120,000.00",Stage 0-2 ➔ Stage 3,August,2026-08-10,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,3:  Proposal / Negotiation,Felipe Pilon,Build with AI,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000Of5zsIAB"", ""CLIMATEMPO #GCP #CDP #BQ"")",0014M00002GGNRCQA5,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001htWqyQAE"", ""Valgroup"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009eQoLOAU"", ""Valgroup - GE"")","$80,000.00",Stage 0-2 ➔ Stage 3,August,2026-08-10,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,3:  Proposal / Negotiation,Victor Pimentel,Build with AI,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000Of71uIAB"", ""Valgroup #GCP #GeminiEnterprise #MQL"")",0014M00002GGNRCQA5,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001htVnnQAE"", ""AeC Centro de Contatos S/A"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009dx5YOAQ"", ""Bot de Automacao Tecnica"")","$60,000.00",Stage 0-2 ➔ Stage 3,August,2026-08-24,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,3:  Proposal / Negotiation,Renan Valadares,Build with AI,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000NPZDpIAP"", ""AeC - Projeto de Bot Inteligente #AIMBH26"")",0014M00002GGNRCQA5,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hUBZqQAO"", ""Marisa Lojas S/A"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000004ZIi4OAG"", ""Marisa Commit Direcr 3Y"")","$2,400,000.00",Stage 3 ➔ Stage 4.1,August,2026-08-26,3:  Proposal / Negotiation,4.1: Pre Ramp / Mobilize,4.2: Ramping / Deliver,Sarah Tobias,Analytics,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000PNoF9IAL"", ""Commit Marisa 3Y Direct"")",0014M00002GGNRCQA5,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hUBZqQAO"", ""Marisa Lojas S/A"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009eD6LOAU"", ""Marisa - GE"")","$500,000.00",Stage 3 ➔ Stage 4.1,August,2026-08-27,3:  Proposal / Negotiation,4.1: Pre Ramp / Mobilize,4.2: Ramping / Deliver,Sarah Tobias,Build with AI,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000OowUNIAZ"", ""Marisa Lojas - Gemini Enterprise"")",0014M00002GGNRCQA5,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hW5IBQA0"", ""AutoGlass"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009omBNOAY"", ""AutoGlass - Gemini Enterprise"")","$330,000.00",Stage 0-2 ➔ Stage 3,August,2026-08-27,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,3:  Proposal / Negotiation,Felipe Pilon,Build with AI,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000OC6TBIA1"", ""AutoGlass #GCP #GeminiEnterprise"")",0014M00002GGNRCQA5,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hKInLQAW"", ""Supermercado Zona Sul"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009e0IeOAI"", ""Supermercado Zona Sul - VertexAI"")","$26,796.48",Stage 3 ➔ Stage 4.1,August,2026-08-28,3:  Proposal / Negotiation,4.1: Pre Ramp / Mobilize,4.1: Pre Ramp / Mobilize,Tamires Peres,Build with AI,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000Jay7FIAR"", ""Supermercado Zona Sul / $ 270k TCV / 3 YR"")",0014M00002GGNRCQA5,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001htWqyQAE"", ""Valgroup"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009kJ6aOAE"", ""Valgroup - Plantas - Rollout"")","$700,000.00",Stage 0-2 ➔ Stage 3,August,2026-08-30,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,3:  Proposal / Negotiation,Victor Pimentel,Migrate Modernize and Build,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000OAakHIAT"", ""Modernizacao Industria - Valgroup"")",0014M00002GGNRCQA5,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001htWqyQAE"", ""Valgroup"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009kJ6VOAU"", ""Valgroup - Plantas - Lorena e Itamonte"")","$500,000.00",Stage 0-2 ➔ Stage 3,August,2026-08-30,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,3:  Proposal / Negotiation,Victor Pimentel,Migrate Modernize and Build,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000OAakHIAT"", ""Modernizacao Industria - Valgroup"")",0014M00002GGNRCQA5,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hWlDEQA0"", ""Embraco"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009tdCmOAI"", ""[Embraco | Nidec] #Projetos de IA"")","$90,000.00",Stage 3 ➔ Stage 4.1,August,2026-08-31,3:  Proposal / Negotiation,4.1: Pre Ramp / Mobilize,4.1: Pre Ramp / Mobilize,Daniel Prudencio,Build with AI,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000OElBMIA1"", ""[Embraco | Nidec] #Data & Analytics TDSYNNEX_NY_EXPEDITION_26"")",0014M00002GGNRCQA5,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hqATyQAM"", ""Tramontina Central de Administração Ltda"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000004ZOvBOAW"", ""Tramontina - Encarteiramento Automatizado T-Store"")","$78,000.00",Stage 3 ➔ Stage 4.1,September,2026-09-01,3:  Proposal / Negotiation,4.1: Pre Ramp / Mobilize,4.1: Pre Ramp / Mobilize,Ana Paula Guimarães,Analytics,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000NFTjHIAX"", ""Tramontina Central de Administração Ltda / $ 5,308,821 TCV / 3 YRS"")",0014M00002GGNRCQA5,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hqATyQAM"", ""Tramontina Central de Administração Ltda"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000004ZOvGOAW"", ""Tramontina - Clusterização de Clientes & Propensão Churn T-Store"")","$60,000.00",Stage 3 ➔ Stage 4.1,September,2026-09-01,3:  Proposal / Negotiation,4.1: Pre Ramp / Mobilize,4.1: Pre Ramp / Mobilize,Ana Paula Guimarães,Analytics,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000NFTjHIAX"", ""Tramontina Central de Administração Ltda / $ 5,308,821 TCV / 3 YRS"")",0014M00002GGNRCQA5,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hqATyQAM"", ""Tramontina Central de Administração Ltda"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000004ZOvQOAW"", ""Tramontina - Sugestão de Mix Ideal +T-Store"")","$49,680.00",Stage 3 ➔ Stage 4.1,September,2026-09-01,3:  Proposal / Negotiation,4.1: Pre Ramp / Mobilize,4.1: Pre Ramp / Mobilize,Ana Paula Guimarães,Analytics,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000NFTjHIAX"", ""Tramontina Central de Administração Ltda / $ 5,308,821 TCV / 3 YRS"")",0014M00002GGNRCQA5,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hKIowQAG"", ""Intelbrás S/A Indústria de Telecomunicações Eletrônica Brasileira"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009kJ5XOAU"", ""Jornada Comercial / Atendimento"")","$300,000.00",Stage 0-2 ➔ Stage 3,September,2026-09-11,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,4.1: Pre Ramp / Mobilize,Felipe Pilon,Migrate Modernize and Build,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000OAajlIAD"", ""Intelbras - Modernizacao (Negocios / Comercial)"")",0014M00002GGNRCQA5,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hKIowQAG"", ""Intelbrás S/A Indústria de Telecomunicações Eletrônica Brasileira"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009kJ5XOAU"", ""Jornada Comercial / Atendimento"")","$300,000.00",Stage 3 ➔ Stage 4.1,September,2026-09-11,3:  Proposal / Negotiation,4.1: Pre Ramp / Mobilize,4.1: Pre Ramp / Mobilize,Felipe Pilon,Migrate Modernize and Build,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000OAajlIAD"", ""Intelbras - Modernizacao (Negocios / Comercial)"")",0014M00002GGNRCQA5,Progressed
,,,,,,,,,,,,,
"2. DRP GROWTH: PRACTITIONER TIER PROMOTIONS (T4➔T3, T3➔T2, T2➔T1)",,,,,,,,,,,,,
Tier Transition,July Upgrades,August Upgrades,September Upgrades,Q3 Total Upgrades,Unique Profiles,July % Share,August % Share,September % Share,Top Practice Area,Top Product,Growth Velocity,DRP Partner Key,Status
Tier 4 ➔ Tier 3,0,1,0,1,1,0.0%,100.0%,0.0%,Artificial Intelligence,Gemini Enterprise Agent Platform,🌱 Emerging,P20231208017,Active Progression
Tier 3 ➔ Tier 2,0,0,0,0,0,0.0%,0.0%,0.0%,-,-,🌱 Emerging,P20231208017,No Upgrades
Tier 2 ➔ Tier 1,0,0,0,0,0,0.0%,0.0%,0.0%,-,-,🌱 Emerging,P20231208017,No Upgrades
TOTAL DRP TIER PROMOTIONS,0,1,0,1,1,0.0%,100.0%,0.0%,-,-,-,-,-
,,,,,,,,,,,,,
PRACTICE AREA & PRODUCT TIER PROGRESSION TABLE,,,,,,,,,,,,,
Practice Area,Product,Tier 4 ➔ Tier 3,Tier 3 ➔ Tier 2,Tier 2 ➔ Tier 1,Total Upgrades,July Upgrades,August Upgrades,September Upgrades,Unique Profiles,DRP Partner Key,Growth Velocity Rating,Primary Upgrade Stage,Status
Artificial Intelligence,Gemini Enterprise Agent Platform,1,0,0,1,0,1,0,1,P20231208017,🌱 Emerging (1-2),Tier 4 ➔ Tier 3,Active
TOTAL,-,1,0,0,1,0,1,0,1,-,-,-,-
,,,,,,,,,,,,,
PRACTITIONER PROFILES PROGRESSION DETAIL (INDIVIDUAL LEVEL TRANSITIONS),,,,,,,,,,,,,
Profile ID,Practice Area,Product,Tier Movement,Transition Month,Transition Date,Previous Score,New Score,Score Delta,Previous Tier,New Tier,DRP Partner Key,Promotion Type,Status
MADIACCJ5,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,August,2026-08-28,15.0,25.0,+10.0,Tier 4,Tier 3,P20231208017,Tier Upgrade,Promoted
