PARTNER GROWTH & VELOCITY: WORKLOAD STAGE PROGRESSION & DRP CAPABILITY,,,,,,,,,,,,,
"Partner: Nubosoft Servicios | Partner Engineer: Ignacio Rauda | Scope: Q3 2026 (July, August, September)",,,,,,,,,,,,,
Last Sync: 25 - Sep 2026 | Source: Concord BigQuery (Workload History & DRP Master) | Unified 14-Col Schema,,,,,,,,,,,,,
,,,,,,,,,,,,,
1. WORKLOAD GROWTH: STAGE ADVANCEMENTS (0-2 ➔ 3 & 3 ➔ 4.1),,,,,,,,,,,,,
Stage Transition,July (#),July ($ ARR),August (#),August ($ ARR),September (#),September ($ ARR),Q3 Total (#),Q3 Total ($ ARR),Share of Moved Deals,Top Pillar,Avg Deal ARR,Velocity Momentum,Status
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001oWheMQAS"", ""Operadora Futurama, S.A. de C.V."")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009eUi7OAE"", ""AlSuper - Gemini Enterprise"")","$36,000.00",Stage 0-2 ➔ Stage 3,September,2026-09-17,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,0-2: Tech Eval/Solution Dev,Jesus Gonzalez,Build with AI,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000PjDMHIA3"", ""OPERADORA FUTURAMA S.A. de C.V. G e m i n i E n t e r p r i s e G o o g l e C l o u d"")",0014M00001h36arQAA,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001mBEMXQA4"", ""Servicio Comercial Garis, S.A. de C.V."")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000004ZJ2JOAW"", ""Worload de Garis BD- Cloud SQL"")","$12,000.00",Stage 0-2 ➔ Stage 3,September,2026-09-23,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,4.2: Ramping / Deliver,Jose Perez Medina,Migrate and Modernize Databases,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000OpuE5IAJ"", ""#GARIS #OUT_BOUND #GCP #Cloud_SQL"")",0014M00001h36arQAA,Progressed
,,,,,,,,,,,,,
"2. DRP GROWTH: PRACTITIONER TIER PROMOTIONS (T4➔T3, T3➔T2, T2➔T1)",,,,,,,,,,,,,
Tier Transition,July Upgrades,August Upgrades,September Upgrades,Q3 Total Upgrades,Unique Profiles,July % Share,August % Share,September % Share,Top Practice Area,Top Product,Growth Velocity,DRP Partner Key,Status
Tier 4 ➔ Tier 3,43,11,3,57,25,75.4%,19.3%,5.3%,Artificial Intelligence,Gemini Enterprise,🔥 High,P20220816024,Active Progression
Tier 3 ➔ Tier 2,15,3,4,22,14,68.2%,13.6%,18.2%,Infrastructure Modernization,Workspace,🔥 High,P20220816024,Active Progression
Tier 2 ➔ Tier 1,11,2,0,13,6,84.6%,15.4%,0.0%,Data & Analytics,Looker,🔥 High,P20220816024,Active Progression
TOTAL DRP TIER PROMOTIONS,69,16,7,92,26,75.0%,17.4%,7.6%,-,-,-,-,-
,,,,,,,,,,,,,
PRACTICE AREA & PRODUCT TIER PROGRESSION TABLE,,,,,,,,,,,,,
Practice Area,Product,Tier 4 ➔ Tier 3,Tier 3 ➔ Tier 2,Tier 2 ➔ Tier 1,Total Upgrades,July Upgrades,August Upgrades,September Upgrades,Unique Profiles,DRP Partner Key,Growth Velocity Rating,Primary Upgrade Stage,Status
Application Modernization,Apigee API Management,1,2,1,4,3,0,1,2,P20220816024,🚀 Steady Growth (3-9),Tier 3 ➔ Tier 2,Active
Application Modernization,Cloud Run,0,0,1,1,1,0,0,1,P20220816024,🌱 Emerging (1-2),Tier 2 ➔ Tier 1,Active
Application Modernization,Google Kubernetes Engine,3,1,1,5,2,2,1,4,P20220816024,🚀 Steady Growth (3-9),Tier 4 ➔ Tier 3,Active
Artificial Intelligence,AI Applications,3,0,0,3,3,0,0,3,P20220816024,🚀 Steady Growth (3-9),Tier 4 ➔ Tier 3,Active
Artificial Intelligence,Gemini Enterprise,11,2,0,13,12,1,0,11,P20220816024,🔥 High Velocity (10+),Tier 4 ➔ Tier 3,Active
Artificial Intelligence,Gemini Enterprise Agent Platform,3,0,0,3,1,2,0,3,P20220816024,🚀 Steady Growth (3-9),Tier 4 ➔ Tier 3,Active
Data & Analytics,BigQuery,4,2,1,7,6,1,0,7,P20220816024,🚀 Steady Growth (3-9),Tier 4 ➔ Tier 3,Active
Data & Analytics,Dataflow,0,1,0,1,1,0,0,1,P20220816024,🌱 Emerging (1-2),Tier 3 ➔ Tier 2,Active
Data & Analytics,Looker,4,1,2,7,7,0,0,7,P20220816024,🚀 Steady Growth (3-9),Tier 4 ➔ Tier 3,Active
Databases,AlloyDB for PostgreSQL,2,0,0,2,2,0,0,2,P20220816024,🌱 Emerging (1-2),Tier 4 ➔ Tier 3,Active
Databases,Cloud SQL,2,0,0,2,1,1,0,2,P20220816024,🌱 Emerging (1-2),Tier 4 ➔ Tier 3,Active
Infrastructure Modernization,Google Cloud Networking,2,1,1,4,2,1,1,4,P20220816024,🚀 Steady Growth (3-9),Tier 4 ➔ Tier 3,Active
Infrastructure Modernization,Google Cloud VMware Engine,2,0,0,2,2,0,0,2,P20220816024,🌱 Emerging (1-2),Tier 4 ➔ Tier 3,Active
Infrastructure Modernization,Google Compute Engine,5,3,2,10,6,2,2,8,P20220816024,🔥 High Velocity (10+),Tier 4 ➔ Tier 3,Active
Infrastructure Modernization,Google Distributed Cloud,1,0,0,1,1,0,0,1,P20220816024,🌱 Emerging (1-2),Tier 4 ➔ Tier 3,Active
Infrastructure Modernization,SAP on Google Cloud,3,2,0,5,4,1,0,5,P20220816024,🚀 Steady Growth (3-9),Tier 4 ➔ Tier 3,Active
Security,Cloud Security,1,2,2,5,4,0,1,5,P20220816024,🚀 Steady Growth (3-9),Tier 3 ➔ Tier 2,Active
Security,Security Command Center,1,0,0,1,1,0,0,1,P20220816024,🌱 Emerging (1-2),Tier 4 ➔ Tier 3,Active
Security,Security Operations,3,1,0,4,4,0,0,4,P20220816024,🚀 Steady Growth (3-9),Tier 4 ➔ Tier 3,Active
Workspace,Workspace,6,4,2,12,6,5,1,9,P20220816024,🔥 High Velocity (10+),Tier 4 ➔ Tier 3,Active
TOTAL,-,57,22,13,92,69,16,7,26,-,-,-,-
,,,,,,,,,,,,,
PRACTITIONER PROFILES PROGRESSION DETAIL (INDIVIDUAL LEVEL TRANSITIONS),,,,,,,,,,,,,
Profile ID,Practice Area,Product,Tier Movement,Transition Month,Transition Date,Previous Score,New Score,Score Delta,Previous Tier,New Tier,DRP Partner Key,Promotion Type,Status
NUBLBQXY1,Artificial Intelligence,Gemini Enterprise,Tier 4 ➔ Tier 3,July,2026-07-02,19.0,24.0,+5.0,Tier 4,Tier 3,P20220816024,Tier Upgrade,Promoted
NUBNGKTN3,Artificial Intelligence,Gemini Enterprise,Tier 4 ➔ Tier 3,July,2026-07-02,19.0,24.0,+5.0,Tier 4,Tier 3,P20220816024,Tier Upgrade,Promoted
NUBSORKD9,Artificial Intelligence,Gemini Enterprise,Tier 4 ➔ Tier 3,July,2026-07-02,14.0,24.0,+10.0,Tier 4,Tier 3,P20220816024,Tier Upgrade,Promoted
NUBSORKD9,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,July,2026-07-03,19.0,24.0,+5.0,Tier 4,Tier 3,P20220816024,Tier Upgrade,Promoted
NUBHLYRW9,Application Modernization,Apigee API Management,Tier 4 ➔ Tier 3,July,2026-07-08,19.0,34.0,+15.0,Tier 4,Tier 3,P20220816024,Tier Upgrade,Promoted
NUBHLYRW9,Artificial Intelligence,Gemini Enterprise,Tier 4 ➔ Tier 3,July,2026-07-08,19.0,24.0,+5.0,Tier 4,Tier 3,P20220816024,Tier Upgrade,Promoted
NUBHLYRW9,Artificial Intelligence,AI Applications,Tier 4 ➔ Tier 3,July,2026-07-08,19.0,24.0,+5.0,Tier 4,Tier 3,P20220816024,Tier Upgrade,Promoted
NUBHLYRW9,Data & Analytics,BigQuery,Tier 2 ➔ Tier 1,July,2026-07-08,39.0,54.0,+15.0,Tier 2,Tier 1,P20220816024,Tier Upgrade,Promoted
NUBHLYRW9,Data & Analytics,Looker,Tier 2 ➔ Tier 1,July,2026-07-08,49.0,64.0,+15.0,Tier 2,Tier 1,P20220816024,Tier Upgrade,Promoted
NUBHLYRW9,Data & Analytics,Dataflow,Tier 3 ➔ Tier 2,July,2026-07-08,34.0,49.0,+15.0,Tier 3,Tier 2,P20220816024,Tier Upgrade,Promoted
NUBHLYRW9,Infrastructure Modernization,SAP on Google Cloud,Tier 4 ➔ Tier 3,July,2026-07-08,19.0,34.0,+15.0,Tier 4,Tier 3,P20220816024,Tier Upgrade,Promoted
NUBESCTA6,Artificial Intelligence,Gemini Enterprise,Tier 4 ➔ Tier 3,July,2026-07-15,15.0,25.0,+10.0,Tier 4,Tier 3,P20220816024,Tier Upgrade,Promoted
NUBSORKD9,Application Modernization,Apigee API Management,Tier 2 ➔ Tier 1,July,2026-07-17,39.0,54.0,+15.0,Tier 2,Tier 1,P20220816024,Tier Upgrade,Promoted
NUBHLYRW9,Application Modernization,Apigee API Management,Tier 3 ➔ Tier 2,July,2026-07-17,34.0,39.0,+5.0,Tier 3,Tier 2,P20220816024,Tier Upgrade,Promoted
NUBJHTKR8,Artificial Intelligence,Gemini Enterprise,Tier 4 ➔ Tier 3,July,2026-07-17,19.0,24.0,+5.0,Tier 4,Tier 3,P20220816024,Tier Upgrade,Promoted
NUBMMSRK9,Artificial Intelligence,Gemini Enterprise,Tier 4 ➔ Tier 3,July,2026-07-17,14.0,24.0,+10.0,Tier 4,Tier 3,P20220816024,Tier Upgrade,Promoted
NUBRGSPR2,Artificial Intelligence,AI Applications,Tier 4 ➔ Tier 3,July,2026-07-17,19.0,24.0,+5.0,Tier 4,Tier 3,P20220816024,Tier Upgrade,Promoted
NUBMOEDM4,Artificial Intelligence,Gemini Enterprise,Tier 4 ➔ Tier 3,July,2026-07-17,16.0,21.0,+5.0,Tier 4,Tier 3,P20220816024,Tier Upgrade,Promoted
NUBACGXO1,Artificial Intelligence,Gemini Enterprise,Tier 4 ➔ Tier 3,July,2026-07-17,14.0,24.0,+10.0,Tier 4,Tier 3,P20220816024,Tier Upgrade,Promoted
NUBSJLAY9,Artificial Intelligence,Gemini Enterprise,Tier 4 ➔ Tier 3,July,2026-07-17,19.0,29.0,+10.0,Tier 4,Tier 3,P20220816024,Tier Upgrade,Promoted
NUBCODXI9,Artificial Intelligence,AI Applications,Tier 4 ➔ Tier 3,July,2026-07-17,19.0,24.0,+5.0,Tier 4,Tier 3,P20220816024,Tier Upgrade,Promoted
NUBLBQXY1,Artificial Intelligence,Gemini Enterprise,Tier 3 ➔ Tier 2,July,2026-07-17,24.0,39.0,+15.0,Tier 3,Tier 2,P20220816024,Tier Upgrade,Promoted
NUBSORKD9,Artificial Intelligence,Gemini Enterprise,Tier 3 ➔ Tier 2,July,2026-07-17,24.0,39.0,+15.0,Tier 3,Tier 2,P20220816024,Tier Upgrade,Promoted
NUBSZJRK3,Data & Analytics,BigQuery,Tier 4 ➔ Tier 3,July,2026-07-17,15.0,24.0,+9.0,Tier 4,Tier 3,P20220816024,Tier Upgrade,Promoted
NUBPEPBM6,Data & Analytics,BigQuery,Tier 4 ➔ Tier 3,July,2026-07-17,17.0,22.0,+5.0,Tier 4,Tier 3,P20220816024,Tier Upgrade,Promoted
NUBJRZXM3,Data & Analytics,BigQuery,Tier 3 ➔ Tier 2,July,2026-07-17,32.0,42.0,+10.0,Tier 3,Tier 2,P20220816024,Tier Upgrade,Promoted
NUBSZJRK3,Data & Analytics,Looker,Tier 4 ➔ Tier 3,July,2026-07-17,15.0,24.0,+9.0,Tier 4,Tier 3,P20220816024,Tier Upgrade,Promoted
NUBACGXO1,Data & Analytics,Looker,Tier 2 ➔ Tier 1,July,2026-07-17,49.0,54.0,+5.0,Tier 2,Tier 1,P20220816024,Tier Upgrade,Promoted
NUBJHTKR8,Data & Analytics,BigQuery,Tier 3 ➔ Tier 2,July,2026-07-17,34.0,39.0,+5.0,Tier 3,Tier 2,P20220816024,Tier Upgrade,Promoted
NUBLBQXY1,Databases,AlloyDB for PostgreSQL,Tier 4 ➔ Tier 3,July,2026-07-17,14.0,29.0,+15.0,Tier 4,Tier 3,P20220816024,Tier Upgrade,Promoted
NUBMMSRK9,Infrastructure Modernization,SAP on Google Cloud,Tier 3 ➔ Tier 2,July,2026-07-17,29.0,39.0,+10.0,Tier 3,Tier 2,P20220816024,Tier Upgrade,Promoted
NUBSORKD9,Infrastructure Modernization,Google Cloud VMware Engine,Tier 4 ➔ Tier 3,July,2026-07-17,14.0,24.0,+10.0,Tier 4,Tier 3,P20220816024,Tier Upgrade,Promoted
NUBSORKD9,Infrastructure Modernization,SAP on Google Cloud,Tier 3 ➔ Tier 2,July,2026-07-17,29.0,39.0,+10.0,Tier 3,Tier 2,P20220816024,Tier Upgrade,Promoted
NUBSZJRK3,Infrastructure Modernization,Google Compute Engine,Tier 3 ➔ Tier 2,July,2026-07-17,30.0,39.0,+9.0,Tier 3,Tier 2,P20220816024,Tier Upgrade,Promoted
NUBMMSRK9,Infrastructure Modernization,Google Cloud VMware Engine,Tier 4 ➔ Tier 3,July,2026-07-17,14.0,24.0,+10.0,Tier 4,Tier 3,P20220816024,Tier Upgrade,Promoted
NUBCODXI9,Infrastructure Modernization,SAP on Google Cloud,Tier 4 ➔ Tier 3,July,2026-07-17,14.0,24.0,+10.0,Tier 4,Tier 3,P20220816024,Tier Upgrade,Promoted
NUBHLYRW9,Security,Cloud Security,Tier 2 ➔ Tier 1,July,2026-07-17,49.0,54.0,+5.0,Tier 2,Tier 1,P20220816024,Tier Upgrade,Promoted
NUBJRZXM3,Security,Security Operations,Tier 4 ➔ Tier 3,July,2026-07-17,17.0,27.0,+10.0,Tier 4,Tier 3,P20220816024,Tier Upgrade,Promoted
NUBHLYRW9,Security,Security Operations,Tier 3 ➔ Tier 2,July,2026-07-17,29.0,44.0,+15.0,Tier 3,Tier 2,P20220816024,Tier Upgrade,Promoted
NUBACGXO1,Security,Security Operations,Tier 4 ➔ Tier 3,July,2026-07-17,19.0,29.0,+10.0,Tier 4,Tier 3,P20220816024,Tier Upgrade,Promoted
NUBCODXI9,Security,Cloud Security,Tier 3 ➔ Tier 2,July,2026-07-17,34.0,39.0,+5.0,Tier 3,Tier 2,P20220816024,Tier Upgrade,Promoted
NUBLBQXY1,Security,Security Operations,Tier 4 ➔ Tier 3,July,2026-07-17,19.0,29.0,+10.0,Tier 4,Tier 3,P20220816024,Tier Upgrade,Promoted
NUBMGECC6,Workspace,Workspace,Tier 2 ➔ Tier 1,July,2026-07-17,48.0,53.0,+5.0,Tier 2,Tier 1,P20220816024,Tier Upgrade,Promoted
NUBAVQEE0,Workspace,Workspace,Tier 4 ➔ Tier 3,July,2026-07-17,16.0,21.0,+5.0,Tier 4,Tier 3,P20220816024,Tier Upgrade,Promoted
NUBMGECC6,Application Modernization,Google Kubernetes Engine,Tier 2 ➔ Tier 1,July,2026-07-18,38.0,53.0,+15.0,Tier 2,Tier 1,P20220816024,Tier Upgrade,Promoted
NUBMGECC6,Application Modernization,Cloud Run,Tier 2 ➔ Tier 1,July,2026-07-18,38.0,53.0,+15.0,Tier 2,Tier 1,P20220816024,Tier Upgrade,Promoted
NUBMGECC6,Data & Analytics,Looker,Tier 4 ➔ Tier 3,July,2026-07-18,13.0,23.0,+10.0,Tier 4,Tier 3,P20220816024,Tier Upgrade,Promoted
NUBMGECC6,Infrastructure Modernization,Google Compute Engine,Tier 2 ➔ Tier 1,July,2026-07-18,43.0,69.0,+26.0,Tier 2,Tier 1,P20220816024,Tier Upgrade,Promoted
NUBSZJRK3,Infrastructure Modernization,Google Cloud Networking,Tier 2 ➔ Tier 1,July,2026-07-19,49.0,54.0,+5.0,Tier 2,Tier 1,P20220816024,Tier Upgrade,Promoted
NUBDAOIG7,Workspace,Workspace,Tier 4 ➔ Tier 3,July,2026-07-19,15.0,30.0,+15.0,Tier 4,Tier 3,P20220816024,Tier Upgrade,Promoted
NUBCPKPO5,Data & Analytics,Looker,Tier 4 ➔ Tier 3,July,2026-07-21,19.0,29.0,+10.0,Tier 4,Tier 3,P20220816024,Tier Upgrade,Promoted
NUBCPKPO5,Data & Analytics,BigQuery,Tier 4 ➔ Tier 3,July,2026-07-21,19.0,24.0,+5.0,Tier 4,Tier 3,P20220816024,Tier Upgrade,Promoted
NUBPEPBM6,Data & Analytics,Looker,Tier 4 ➔ Tier 3,July,2026-07-21,17.0,27.0,+10.0,Tier 4,Tier 3,P20220816024,Tier Upgrade,Promoted
NUBCODXI9,Data & Analytics,Looker,Tier 3 ➔ Tier 2,July,2026-07-21,34.0,44.0,+10.0,Tier 3,Tier 2,P20220816024,Tier Upgrade,Promoted
NUBCPKPO5,Databases,Cloud SQL,Tier 4 ➔ Tier 3,July,2026-07-21,19.0,24.0,+5.0,Tier 4,Tier 3,P20220816024,Tier Upgrade,Promoted
NUBSORKD9,Databases,AlloyDB for PostgreSQL,Tier 4 ➔ Tier 3,July,2026-07-21,19.0,24.0,+5.0,Tier 4,Tier 3,P20220816024,Tier Upgrade,Promoted
NUBESCTA6,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,July,2026-07-21,15.0,20.0,+5.0,Tier 4,Tier 3,P20220816024,Tier Upgrade,Promoted
NUBSORKD9,Infrastructure Modernization,Google Distributed Cloud,Tier 4 ➔ Tier 3,July,2026-07-21,19.0,24.0,+5.0,Tier 4,Tier 3,P20220816024,Tier Upgrade,Promoted
NUBMOEDM4,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,July,2026-07-21,16.0,21.0,+5.0,Tier 4,Tier 3,P20220816024,Tier Upgrade,Promoted
NUBVAZZI6,Infrastructure Modernization,Google Compute Engine,Tier 3 ➔ Tier 2,July,2026-07-21,33.0,38.0,+5.0,Tier 3,Tier 2,P20220816024,Tier Upgrade,Promoted
NUBPEPBM6,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,July,2026-07-21,17.0,22.0,+5.0,Tier 4,Tier 3,P20220816024,Tier Upgrade,Promoted
NUBDAOIG7,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,July,2026-07-24,15.0,20.0,+5.0,Tier 4,Tier 3,P20220816024,Tier Upgrade,Promoted
NUBDAOIG7,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,July,2026-07-24,15.0,20.0,+5.0,Tier 4,Tier 3,P20220816024,Tier Upgrade,Promoted
NUBDAOIG7,Security,Security Command Center,Tier 4 ➔ Tier 3,July,2026-07-24,15.0,20.0,+5.0,Tier 4,Tier 3,P20220816024,Tier Upgrade,Promoted
NUBDAOIG7,Security,Cloud Security,Tier 4 ➔ Tier 3,July,2026-07-24,15.0,20.0,+5.0,Tier 4,Tier 3,P20220816024,Tier Upgrade,Promoted
NUBDAOIG7,Workspace,Workspace,Tier 3 ➔ Tier 2,July,2026-07-24,30.0,40.0,+10.0,Tier 3,Tier 2,P20220816024,Tier Upgrade,Promoted
NUBSZJRK3,Security,Cloud Security,Tier 2 ➔ Tier 1,July,2026-07-26,49.0,54.0,+5.0,Tier 2,Tier 1,P20220816024,Tier Upgrade,Promoted
NUBEBSZG0,Workspace,Workspace,Tier 3 ➔ Tier 2,July,2026-07-28,32.0,42.0,+10.0,Tier 3,Tier 2,P20220816024,Tier Upgrade,Promoted
NUBMVXSI0,Workspace,Workspace,Tier 4 ➔ Tier 3,July,2026-07-28,15.0,20.0,+5.0,Tier 4,Tier 3,P20220816024,Tier Upgrade,Promoted
NUBNGKTN3,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,August,2026-08-01,19.0,24.0,+5.0,Tier 4,Tier 3,P20220816024,Tier Upgrade,Promoted
NUBSZJRK3,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,August,2026-08-04,19.0,24.0,+5.0,Tier 4,Tier 3,P20220816024,Tier Upgrade,Promoted
