PARTNER GROWTH & VELOCITY: WORKLOAD STAGE PROGRESSION & DRP CAPABILITY,,,,,,,,,,,,,
"Partner: Gentrop Cloud Brasil | Partner Engineer: Luna Longo | Scope: Q3 2026 (July, August, September)",,,,,,,,,,,,,
Last Sync: 23 - Sep 2026 | Source: Concord BigQuery (Workload History & DRP Master) | Unified 14-Col Schema,,,,,,,,,,,,,
,,,,,,,,,,,,,
1. WORKLOAD GROWTH: STAGE ADVANCEMENTS (0-2 ➔ 3 & 3 ➔ 4.1),,,,,,,,,,,,,
Stage Transition,July (#),July ($ ARR),August (#),August ($ ARR),September (#),September ($ ARR),Q3 Total (#),Q3 Total ($ ARR),Share of Moved Deals,Top Pillar,Avg Deal ARR,Velocity Momentum,Status
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00002HxKCrQAN"", ""Alper Seguros"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000004ZKtSOAW"", ""ALPER SEGUROS - GEMINI ENTERPRISE"")","$30,000.00",Stage 0-2 ➔ Stage 3,August,2026-08-27,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,3:  Proposal / Negotiation,Jose Sales Andrade,Build with AI,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000PVNoYIAX"", ""ALPER SEGUROS #GEMINI ENTERPRISE #GCP #OUT"")",0014M00001h32coQAA,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hb2o2QAA"", ""Arquivei"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009e74BOAQ"", ""[Qive] Gemini Enterprise"")","$14,875.00",Stage 3 ➔ Stage 4.1,September,2026-09-03,3:  Proposal / Negotiation,4.1: Pre Ramp / Mobilize,4.3: Migrated/Implemented,Mariana Martins Vasconcelos,Build with AI,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000JC8RGIA1"", ""[Qive] Gemini Enterprise // LAND & EXPAND"")",0014M00001h32coQAA,Progressed
,,,,,,,,,,,,,
"2. DRP GROWTH: PRACTITIONER TIER PROMOTIONS (T4➔T3, T3➔T2, T2➔T1)",,,,,,,,,,,,,
Tier Transition,July Upgrades,August Upgrades,September Upgrades,Q3 Total Upgrades,Unique Profiles,July % Share,August % Share,September % Share,Top Practice Area,Top Product,Growth Velocity,DRP Partner Key,Status
Tier 4 ➔ Tier 3,1,0,5,6,3,16.7%,0.0%,83.3%,Artificial Intelligence,Gemini Enterprise,🚀 Steady,P20220923132,Active Progression
Tier 3 ➔ Tier 2,1,1,0,2,2,50.0%,50.0%,0.0%,Artificial Intelligence,Gemini Enterprise Agent Platform,🌱 Emerging,P20220923132,Active Progression
Tier 2 ➔ Tier 1,0,0,0,0,0,0.0%,0.0%,0.0%,-,-,🌱 Emerging,P20220923132,No Upgrades
TOTAL DRP TIER PROMOTIONS,2,1,5,8,4,25.0%,12.5%,62.5%,-,-,-,-,-
,,,,,,,,,,,,,
PRACTICE AREA & PRODUCT TIER PROGRESSION TABLE,,,,,,,,,,,,,
Practice Area,Product,Tier 4 ➔ Tier 3,Tier 3 ➔ Tier 2,Tier 2 ➔ Tier 1,Total Upgrades,July Upgrades,August Upgrades,September Upgrades,Unique Profiles,DRP Partner Key,Growth Velocity Rating,Primary Upgrade Stage,Status
Application Modernization,Google Kubernetes Engine,1,0,0,1,0,0,1,1,P20220923132,🌱 Emerging (1-2),Tier 4 ➔ Tier 3,Active
Artificial Intelligence,Gemini Enterprise,2,0,0,2,0,0,2,2,P20220923132,🌱 Emerging (1-2),Tier 4 ➔ Tier 3,Active
Artificial Intelligence,Gemini Enterprise Agent Platform,1,1,0,2,2,0,0,1,P20220923132,🌱 Emerging (1-2),Tier 4 ➔ Tier 3,Active
Infrastructure Modernization,Google Cloud Networking,1,0,0,1,0,0,1,1,P20220923132,🌱 Emerging (1-2),Tier 4 ➔ Tier 3,Active
Infrastructure Modernization,Google Compute Engine,1,0,0,1,0,0,1,1,P20220923132,🌱 Emerging (1-2),Tier 4 ➔ Tier 3,Active
Workspace,Workspace,0,1,0,1,0,1,0,1,P20220923132,🌱 Emerging (1-2),Tier 3 ➔ Tier 2,Active
TOTAL,-,6,2,0,8,2,1,5,4,-,-,-,-
,,,,,,,,,,,,,
PRACTITIONER PROFILES PROGRESSION DETAIL (INDIVIDUAL LEVEL TRANSITIONS),,,,,,,,,,,,,
Profile ID,Practice Area,Product,Tier Movement,Transition Month,Transition Date,Previous Score,New Score,Score Delta,Previous Tier,New Tier,DRP Partner Key,Promotion Type,Status
GENJPBID0,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,July,2026-07-08,15.0,20.0,+5.0,Tier 4,Tier 3,P20220923132,Tier Upgrade,Promoted
GENJPBID0,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 3 ➔ Tier 2,July,2026-07-22,20.0,35.0,+15.0,Tier 3,Tier 2,P20220923132,Tier Upgrade,Promoted
GENGCFVU5,Workspace,Workspace,Tier 3 ➔ Tier 2,August,2026-08-16,26.0,36.0,+10.0,Tier 3,Tier 2,P20220923132,Tier Upgrade,Promoted
GENGVKQL6,Artificial Intelligence,Gemini Enterprise,Tier 4 ➔ Tier 3,September,2026-09-18,10.0,20.0,+10.0,Tier 4,Tier 3,P20220923132,Tier Upgrade,Promoted
GENSENWJ0,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,September,2026-09-22,19.0,24.0,+5.0,Tier 4,Tier 3,P20220923132,Tier Upgrade,Promoted
GENSENWJ0,Artificial Intelligence,Gemini Enterprise,Tier 4 ➔ Tier 3,September,2026-09-22,14.0,24.0,+10.0,Tier 4,Tier 3,P20220923132,Tier Upgrade,Promoted
GENSENWJ0,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,September,2026-09-22,19.0,24.0,+5.0,Tier 4,Tier 3,P20220923132,Tier Upgrade,Promoted
GENSENWJ0,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,September,2026-09-22,19.0,24.0,+5.0,Tier 4,Tier 3,P20220923132,Tier Upgrade,Promoted
