PARTNER GROWTH & VELOCITY: WORKLOAD STAGE PROGRESSION & DRP CAPABILITY,,,,,,,,,,,,,
"Partner: VPN Soluçoes em TI LTDA (Venha para Nuvem) | Partner Engineer: Luna Longo | Scope: Q3 2026 (July, August, September)",,,,,,,,,,,,,
Last Sync: 15 - Sep 2026 | Source: Concord BigQuery (Workload History & DRP Master) | Unified 14-Col Schema,,,,,,,,,,,,,
,,,,,,,,,,,,,
1. WORKLOAD GROWTH: STAGE ADVANCEMENTS (0-2 ➔ 3 & 3 ➔ 4.1),,,,,,,,,,,,,
Stage Transition,July (#),July ($ ARR),August (#),August ($ ARR),September (#),September ($ ARR),Q3 Total (#),Q3 Total ($ ARR),Share of Moved Deals,Top Pillar,Avg Deal ARR,Velocity Momentum,Status
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hie7AQAQ"", ""Reifen Investimentos e Participacoes Empresariais Ltda"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009eQ1nOAE"", ""Magnum - GeminiPlatform"")","$200,000.00",Stage 0-2 ➔ Stage 3,September,2026-09-11,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,3:  Proposal / Negotiation,Victor Pimentel,Build with AI,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000Of3BMIAZ"", ""Magnum #GCP #GeminiPlatform #Outbound"")",0014M00001uFlbSQAS,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001higWwQAI"", ""FAST2 MINE TECNOLOGIA E DESENVOLVIMENTO DE SISTEMAS LTDA"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009onjXOAQ"", ""Gemini Enterprise"")","$85,000.00",Stage 0-2 ➔ Stage 3,September,2026-09-11,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,3:  Proposal / Negotiation,Victor Pimentel,Build with AI,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000OYmwjIAD"", ""Fast2mine - Gemini Enterprise"")",0014M00001uFlbSQAS,Progressed
,,,,,,,,,,,,,
"2. DRP GROWTH: PRACTITIONER TIER PROMOTIONS (T4➔T3, T3➔T2, T2➔T1)",,,,,,,,,,,,,
Tier Transition,July Upgrades,August Upgrades,September Upgrades,Q3 Total Upgrades,Unique Profiles,July % Share,August % Share,September % Share,Top Practice Area,Top Product,Growth Velocity,DRP Partner Key,Status
Tier 4 ➔ Tier 3,3,4,5,12,9,25.0%,33.3%,41.7%,Artificial Intelligence,AI Applications,🔥 High,P20220602104,Active Progression
Tier 3 ➔ Tier 2,8,1,2,11,7,72.7%,9.1%,18.2%,Artificial Intelligence,Google Compute Engine,🔥 High,P20220602104,Active Progression
Tier 2 ➔ Tier 1,3,0,2,5,4,60.0%,0.0%,40.0%,Application Modernization,Google Kubernetes Engine,🚀 Steady,P20220602104,Active Progression
TOTAL DRP TIER PROMOTIONS,14,5,9,28,11,50.0%,17.9%,32.1%,-,-,-,-,-
,,,,,,,,,,,,,
PRACTICE AREA & PRODUCT TIER PROGRESSION TABLE,,,,,,,,,,,,,
Practice Area,Product,Tier 4 ➔ Tier 3,Tier 3 ➔ Tier 2,Tier 2 ➔ Tier 1,Total Upgrades,July Upgrades,August Upgrades,September Upgrades,Unique Profiles,DRP Partner Key,Growth Velocity Rating,Primary Upgrade Stage,Status
Application Modernization,Cloud Run,2,1,0,3,2,0,1,2,P20220602104,🚀 Steady Growth (3-9),Tier 4 ➔ Tier 3,Active
Application Modernization,Google Kubernetes Engine,0,1,3,4,3,0,1,2,P20220602104,🚀 Steady Growth (3-9),Tier 2 ➔ Tier 1,Active
Artificial Intelligence,AI Applications,5,2,1,8,0,3,5,5,P20220602104,🚀 Steady Growth (3-9),Tier 4 ➔ Tier 3,Active
Artificial Intelligence,Gemini Enterprise,2,1,0,3,1,1,1,3,P20220602104,🚀 Steady Growth (3-9),Tier 4 ➔ Tier 3,Active
Artificial Intelligence,Gemini Enterprise Agent Platform,1,0,0,1,1,0,0,1,P20220602104,🌱 Emerging (1-2),Tier 4 ➔ Tier 3,Active
Databases,Cloud SQL,0,1,0,1,1,0,0,1,P20220602104,🌱 Emerging (1-2),Tier 3 ➔ Tier 2,Active
Infrastructure Modernization,Google Cloud Networking,0,1,0,1,1,0,0,1,P20220602104,🌱 Emerging (1-2),Tier 3 ➔ Tier 2,Active
Infrastructure Modernization,Google Compute Engine,0,2,0,2,1,0,1,1,P20220602104,🌱 Emerging (1-2),Tier 3 ➔ Tier 2,Active
Security,Cloud Security,0,1,0,1,1,0,0,1,P20220602104,🌱 Emerging (1-2),Tier 3 ➔ Tier 2,Active
Security,Security Command Center,1,0,0,1,1,0,0,1,P20220602104,🌱 Emerging (1-2),Tier 4 ➔ Tier 3,Active
Security,Security Operations,1,0,1,2,1,1,0,2,P20220602104,🌱 Emerging (1-2),Tier 4 ➔ Tier 3,Active
Workspace,Workspace,0,1,0,1,1,0,0,1,P20220602104,🌱 Emerging (1-2),Tier 3 ➔ Tier 2,Active
TOTAL,-,12,11,5,28,14,5,9,11,-,-,-,-
,,,,,,,,,,,,,
PRACTITIONER PROFILES PROGRESSION DETAIL (INDIVIDUAL LEVEL TRANSITIONS),,,,,,,,,,,,,
Profile ID,Practice Area,Product,Tier Movement,Transition Month,Transition Date,Previous Score,New Score,Score Delta,Previous Tier,New Tier,DRP Partner Key,Promotion Type,Status
VENLHQKN5,Artificial Intelligence,Gemini Enterprise,Tier 3 ➔ Tier 2,July,2026-07-04,34.0,39.0,+5.0,Tier 3,Tier 2,P20220602104,Tier Upgrade,Promoted
VENAMQBV9,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,July,2026-07-06,15.0,30.0,+15.0,Tier 4,Tier 3,P20220602104,Tier Upgrade,Promoted
VENAMQBV9,Workspace,Workspace,Tier 3 ➔ Tier 2,July,2026-07-06,30.0,35.0,+5.0,Tier 3,Tier 2,P20220602104,Tier Upgrade,Promoted
VENWFFVH8,Application Modernization,Google Kubernetes Engine,Tier 3 ➔ Tier 2,July,2026-07-07,34.0,44.0,+10.0,Tier 3,Tier 2,P20220602104,Tier Upgrade,Promoted
VENWFFVH8,Databases,Cloud SQL,Tier 3 ➔ Tier 2,July,2026-07-07,34.0,44.0,+10.0,Tier 3,Tier 2,P20220602104,Tier Upgrade,Promoted
VENWFFVH8,Security,Security Command Center,Tier 4 ➔ Tier 3,July,2026-07-07,19.0,29.0,+10.0,Tier 4,Tier 3,P20220602104,Tier Upgrade,Promoted
VENWFFVH8,Security,Cloud Security,Tier 3 ➔ Tier 2,July,2026-07-07,29.0,39.0,+10.0,Tier 3,Tier 2,P20220602104,Tier Upgrade,Promoted
VENVRGYP6,Application Modernization,Google Kubernetes Engine,Tier 2 ➔ Tier 1,July,2026-07-10,49.0,54.0,+5.0,Tier 2,Tier 1,P20220602104,Tier Upgrade,Promoted
VENVRGYP6,Application Modernization,Cloud Run,Tier 4 ➔ Tier 3,July,2026-07-10,19.0,24.0,+5.0,Tier 4,Tier 3,P20220602104,Tier Upgrade,Promoted
VENVRGYP6,Infrastructure Modernization,Google Compute Engine,Tier 3 ➔ Tier 2,July,2026-07-10,34.0,44.0,+10.0,Tier 3,Tier 2,P20220602104,Tier Upgrade,Promoted
VENWFFVH8,Application Modernization,Google Kubernetes Engine,Tier 2 ➔ Tier 1,July,2026-07-17,49.0,54.0,+5.0,Tier 2,Tier 1,P20220602104,Tier Upgrade,Promoted
VENWFFVH8,Application Modernization,Cloud Run,Tier 3 ➔ Tier 2,July,2026-07-17,34.0,39.0,+5.0,Tier 3,Tier 2,P20220602104,Tier Upgrade,Promoted
VENLFLPI7,Security,Security Operations,Tier 2 ➔ Tier 1,July,2026-07-19,49.0,54.0,+5.0,Tier 2,Tier 1,P20220602104,Tier Upgrade,Promoted
VENLFLPI7,Infrastructure Modernization,Google Cloud Networking,Tier 3 ➔ Tier 2,July,2026-07-21,34.0,44.0,+10.0,Tier 3,Tier 2,P20220602104,Tier Upgrade,Promoted
VENWFFVH8,Security,Security Operations,Tier 4 ➔ Tier 3,August,2026-08-08,19.0,24.0,+5.0,Tier 4,Tier 3,P20220602104,Tier Upgrade,Promoted
VENRRVFN6,Artificial Intelligence,Gemini Enterprise,Tier 4 ➔ Tier 3,August,2026-08-13,17.0,27.0,+10.0,Tier 4,Tier 3,P20220602104,Tier Upgrade,Promoted
VENRRVFN6,Artificial Intelligence,AI Applications,Tier 4 ➔ Tier 3,August,2026-08-14,17.0,22.0,+5.0,Tier 4,Tier 3,P20220602104,Tier Upgrade,Promoted
VENRRVFN6,Artificial Intelligence,AI Applications,Tier 3 ➔ Tier 2,August,2026-08-27,27.0,42.0,+15.0,Tier 3,Tier 2,P20220602104,Tier Upgrade,Promoted
VENRGWDZ7,Artificial Intelligence,AI Applications,Tier 4 ➔ Tier 3,August,2026-08-28,11.0,31.0,+20.0,Tier 4,Tier 3,P20220602104,Tier Upgrade,Promoted
VENBFVDM8,Artificial Intelligence,AI Applications,Tier 4 ➔ Tier 3,September,2026-09-03,15.0,30.0,+15.0,Tier 4,Tier 3,P20220602104,Tier Upgrade,Promoted
VENRGWDZ7,Artificial Intelligence,AI Applications,Tier 3 ➔ Tier 2,September,2026-09-03,31.0,46.0,+15.0,Tier 3,Tier 2,P20220602104,Tier Upgrade,Promoted
VENRBKQK1,Artificial Intelligence,AI Applications,Tier 4 ➔ Tier 3,September,2026-09-04,5.0,20.0,+15.0,Tier 4,Tier 3,P20220602104,Tier Upgrade,Promoted
VENRGWDZ7,Artificial Intelligence,AI Applications,Tier 2 ➔ Tier 1,September,2026-09-04,46.0,51.0,+5.0,Tier 2,Tier 1,P20220602104,Tier Upgrade,Promoted
VENLBXOG7,Artificial Intelligence,Gemini Enterprise,Tier 4 ➔ Tier 3,September,2026-09-07,15.0,20.0,+5.0,Tier 4,Tier 3,P20220602104,Tier Upgrade,Promoted
VENVRGYP6,Application Modernization,Google Kubernetes Engine,Tier 2 ➔ Tier 1,September,2026-09-09,49.0,54.0,+5.0,Tier 2,Tier 1,P20220602104,Tier Upgrade,Promoted
VENVRGYP6,Application Modernization,Cloud Run,Tier 4 ➔ Tier 3,September,2026-09-09,19.0,24.0,+5.0,Tier 4,Tier 3,P20220602104,Tier Upgrade,Promoted
VENVRGYP6,Infrastructure Modernization,Google Compute Engine,Tier 3 ➔ Tier 2,September,2026-09-09,34.0,44.0,+10.0,Tier 3,Tier 2,P20220602104,Tier Upgrade,Promoted
VENCFFAX3,Artificial Intelligence,AI Applications,Tier 4 ➔ Tier 3,September,2026-09-14,7.0,32.0,+25.0,Tier 4,Tier 3,P20220602104,Tier Upgrade,Promoted
