PARTNER GROWTH & VELOCITY: WORKLOAD STAGE PROGRESSION & DRP CAPABILITY,,,,,,,,,,,,,
"Partner: Safetec Informática | Partner Engineer: Luna Longo | Scope: Q3 2026 (July, August, September)",,,,,,,,,,,,,
Last Sync: 14 - Sep 2026 | Source: Concord BigQuery (Workload History & DRP Master) | Unified 14-Col Schema,,,,,,,,,,,,,
,,,,,,,,,,,,,
1. WORKLOAD GROWTH: STAGE ADVANCEMENTS (0-2 ➔ 3 & 3 ➔ 4.1),,,,,,,,,,,,,
Stage Transition,July (#),July ($ ARR),August (#),August ($ ARR),September (#),September ($ ARR),Q3 Total (#),Q3 Total ($ ARR),Share of Moved Deals,Top Pillar,Avg Deal ARR,Velocity Momentum,Status
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hVGnDQAW"", ""NOVO MUNDO MOVEIS E UTILIDADES LTDA."")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000004ZHYnOAO"", ""Novo Mundo #M26"")","$38,400.00",Stage 0-2 ➔ Stage 3,July,2026-07-27,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,3:  Proposal / Negotiation,Tamires Peres,Build with AI,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000PFVp8IAH"", ""Novo Mundo #M26"")",0014M00001h327IQAQ,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hY1qCQAS"", ""SERTTEL SOLUCOES EM MOBILIDADE E SEGURANCA URBANA LTDA"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009e7NfOAI"", ""Serttel - Gemini Enterprise"")","$63,000.00",Stage 3 ➔ Stage 4.1,August,2026-08-04,3:  Proposal / Negotiation,4.1: Pre Ramp / Mobilize,Closed,Victor Pimentel,Build with AI,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000OQxOkIAL"", ""Serttel - Gemini Enterprise #M26"")",0014M00001h327IQAQ,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hY1qCQAS"", ""SERTTEL SOLUCOES EM MOBILIDADE E SEGURANCA URBANA LTDA"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009e6k2OAA"", ""Serttel - BQ"")","$99,000.00",Stage 0-2 ➔ Stage 3,August,2026-08-10,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,Closed,Victor Pimentel,Analytics,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000NSPblIAH"", ""SERTTEL - #GCP #BQ #ANALYTICS"")",0014M00001h327IQAQ,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001lTjOmQAK"", ""PE PGE - PROCURADORIA GERAL DO ESTADO"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009eQ2bOAE"", ""PGE PE - GCP Vertex AI"")","$10,000.00",Stage 0-2 ➔ Stage 3,August,2026-08-21,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,3:  Proposal / Negotiation,Sergio Almeida,Build with AI,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000PjDOIIA3"", ""PGE PE - GCP + Gemini Enterprise** #M26"")",0014M00001h327IQAQ,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001huSilQAE"", ""Ministério Público do RN"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009dwXCOAY"", ""MP-RN_GCP"")","$120,000.00",Stage 3 ➔ Stage 4.1,August,2026-08-25,3:  Proposal / Negotiation,4.1: Pre Ramp / Mobilize,Closed,Roberta Jezler,Migrate Modernize and Build,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000KYZTKIA5"", ""Inovação GCP #Gemini Enterprise #GE"")",0014M00001h327IQAQ,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hKcuYQAS"", ""TRIBUNAL DE JUSTIÇA DO MARANHÃO"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009eBztOAE"", ""AI for Justice"")","$150,000.00",Stage 0-2 ➔ Stage 3,August,2026-08-26,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,3:  Proposal / Negotiation,Victoria Oliveira,Build with AI,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000OQJFbIAP"", ""Gemini Enterprise #M26  #SalesCreditPOC  #GE"")",0014M00001h327IQAQ,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001wtCeiQAE"", ""SECRETARIA MUNICIPAL DE FAZENDA DE SALVADOR"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000004ZIIiOAO"", ""GeminiEnt_SefazSSA"")","$80,000.00",Stage 0-2 ➔ Stage 3,September,2026-09-10,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,3:  Proposal / Negotiation,Roberta Jezler,Migrate Modernize and Build,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000PNO3JIAX"", ""Sefaz_SSA_GeminiENt"")",0014M00001h327IQAQ,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001lTjOmQAK"", ""PE PGE - PROCURADORIA GERAL DO ESTADO"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009eTnQOAU"", ""PGE PE - Gemini Enterprise"")","$2,880.00",Stage 0-2 ➔ Stage 3,September,2026-09-10,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,3:  Proposal / Negotiation,Sergio Almeida,Build with AI,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000PjDOIIA3"", ""PGE PE - GCP + Gemini Enterprise** #M26"")",0014M00001h327IQAQ,Progressed
,,,,,,,,,,,,,
"2. DRP GROWTH: PRACTITIONER TIER PROMOTIONS (T4➔T3, T3➔T2, T2➔T1)",,,,,,,,,,,,,
Tier Transition,July Upgrades,August Upgrades,September Upgrades,Q3 Total Upgrades,Unique Profiles,July % Share,August % Share,September % Share,Top Practice Area,Top Product,Growth Velocity,DRP Partner Key,Status
Tier 4 ➔ Tier 3,11,1,3,15,9,73.3%,6.7%,20.0%,Artificial Intelligence,Gemini Enterprise,🔥 High,P20220923269,Active Progression
Tier 3 ➔ Tier 2,8,1,2,11,7,72.7%,9.1%,18.2%,Artificial Intelligence,Gemini Enterprise,🔥 High,P20220923269,Active Progression
Tier 2 ➔ Tier 1,0,0,2,2,2,0.0%,0.0%,100.0%,Artificial Intelligence,Gemini Enterprise,🌱 Emerging,P20220923269,Active Progression
TOTAL DRP TIER PROMOTIONS,19,2,7,28,11,67.9%,7.1%,25.0%,-,-,-,-,-
,,,,,,,,,,,,,
PRACTICE AREA & PRODUCT TIER PROGRESSION TABLE,,,,,,,,,,,,,
Practice Area,Product,Tier 4 ➔ Tier 3,Tier 3 ➔ Tier 2,Tier 2 ➔ Tier 1,Total Upgrades,July Upgrades,August Upgrades,September Upgrades,Unique Profiles,DRP Partner Key,Growth Velocity Rating,Primary Upgrade Stage,Status
Artificial Intelligence,Gemini Enterprise,5,6,2,13,9,1,3,9,P20220923269,🔥 High Velocity (10+),Tier 3 ➔ Tier 2,Active
Artificial Intelligence,Gemini Enterprise Agent Platform,3,5,0,8,7,0,1,6,P20220923269,🚀 Steady Growth (3-9),Tier 3 ➔ Tier 2,Active
Data & Analytics,BigQuery,1,0,0,1,1,0,0,1,P20220923269,🌱 Emerging (1-2),Tier 4 ➔ Tier 3,Active
Data & Analytics,Dataflow,1,0,0,1,1,0,0,1,P20220923269,🌱 Emerging (1-2),Tier 4 ➔ Tier 3,Active
Infrastructure Modernization,Google Compute Engine,1,0,0,1,1,0,0,1,P20220923269,🌱 Emerging (1-2),Tier 4 ➔ Tier 3,Active
Security,Security Command Center,1,0,0,1,0,0,1,1,P20220923269,🌱 Emerging (1-2),Tier 4 ➔ Tier 3,Active
Workspace,Workspace,3,0,0,3,0,1,2,3,P20220923269,🚀 Steady Growth (3-9),Tier 4 ➔ Tier 3,Active
TOTAL,-,15,11,2,28,19,2,7,11,-,-,-,-
,,,,,,,,,,,,,
PRACTITIONER PROFILES PROGRESSION DETAIL (INDIVIDUAL LEVEL TRANSITIONS),,,,,,,,,,,,,
Profile ID,Practice Area,Product,Tier Movement,Transition Month,Transition Date,Previous Score,New Score,Score Delta,Previous Tier,New Tier,DRP Partner Key,Promotion Type,Status
SAFFFANP8,Artificial Intelligence,Gemini Enterprise,Tier 4 ➔ Tier 3,July,2026-07-01,19.0,34.0,+15.0,Tier 4,Tier 3,P20220923269,Tier Upgrade,Promoted
SAFIACAM7,Artificial Intelligence,Gemini Enterprise,Tier 4 ➔ Tier 3,July,2026-07-01,13.0,33.0,+20.0,Tier 4,Tier 3,P20220923269,Tier Upgrade,Promoted
SAFIACAM7,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,July,2026-07-01,13.0,33.0,+20.0,Tier 4,Tier 3,P20220923269,Tier Upgrade,Promoted
SAFFFANP8,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,July,2026-07-02,19.0,29.0,+10.0,Tier 4,Tier 3,P20220923269,Tier Upgrade,Promoted
SAFDFIYW6,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 3 ➔ Tier 2,July,2026-07-02,34.0,49.0,+15.0,Tier 3,Tier 2,P20220923269,Tier Upgrade,Promoted
SAFMSESH5,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 3 ➔ Tier 2,July,2026-07-02,27.0,37.0,+10.0,Tier 3,Tier 2,P20220923269,Tier Upgrade,Promoted
SAFFFANP8,Artificial Intelligence,Gemini Enterprise,Tier 3 ➔ Tier 2,July,2026-07-09,34.0,39.0,+5.0,Tier 3,Tier 2,P20220923269,Tier Upgrade,Promoted
SAFFFANP8,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 3 ➔ Tier 2,July,2026-07-11,34.0,49.0,+15.0,Tier 3,Tier 2,P20220923269,Tier Upgrade,Promoted
SAFMCPZI5,Artificial Intelligence,Gemini Enterprise,Tier 4 ➔ Tier 3,July,2026-07-12,15.0,25.0,+10.0,Tier 4,Tier 3,P20220923269,Tier Upgrade,Promoted
SAFDFIYW6,Artificial Intelligence,Gemini Enterprise,Tier 3 ➔ Tier 2,July,2026-07-14,34.0,49.0,+15.0,Tier 3,Tier 2,P20220923269,Tier Upgrade,Promoted
SAFMCPZI5,Artificial Intelligence,Gemini Enterprise,Tier 3 ➔ Tier 2,July,2026-07-23,30.0,40.0,+10.0,Tier 3,Tier 2,P20220923269,Tier Upgrade,Promoted
SAFVCGFA3,Artificial Intelligence,Gemini Enterprise,Tier 3 ➔ Tier 2,July,2026-07-27,32.0,47.0,+15.0,Tier 3,Tier 2,P20220923269,Tier Upgrade,Promoted
SAFVCGFA3,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,July,2026-07-27,12.0,22.0,+10.0,Tier 4,Tier 3,P20220923269,Tier Upgrade,Promoted
SAFRDCVH6,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 3 ➔ Tier 2,July,2026-07-28,34.0,39.0,+5.0,Tier 3,Tier 2,P20220923269,Tier Upgrade,Promoted
SAFIACAM7,Data & Analytics,BigQuery,Tier 4 ➔ Tier 3,July,2026-07-28,18.0,23.0,+5.0,Tier 4,Tier 3,P20220923269,Tier Upgrade,Promoted
SAFIACAM7,Data & Analytics,Dataflow,Tier 4 ➔ Tier 3,July,2026-07-28,13.0,23.0,+10.0,Tier 4,Tier 3,P20220923269,Tier Upgrade,Promoted
SAFBGIAD9,Artificial Intelligence,Gemini Enterprise,Tier 4 ➔ Tier 3,July,2026-07-29,15.0,20.0,+5.0,Tier 4,Tier 3,P20220923269,Tier Upgrade,Promoted
SAFIACAM7,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,July,2026-07-29,18.0,23.0,+5.0,Tier 4,Tier 3,P20220923269,Tier Upgrade,Promoted
SAFKSFTT5,Artificial Intelligence,Gemini Enterprise,Tier 4 ➔ Tier 3,July,2026-07-30,15.0,30.0,+15.0,Tier 4,Tier 3,P20220923269,Tier Upgrade,Promoted
SAFRDCVH6,Artificial Intelligence,Gemini Enterprise,Tier 3 ➔ Tier 2,August,2026-08-06,34.0,39.0,+5.0,Tier 3,Tier 2,P20220923269,Tier Upgrade,Promoted
SAFRDCVH6,Workspace,Workspace,Tier 4 ➔ Tier 3,August,2026-08-07,19.0,24.0,+5.0,Tier 4,Tier 3,P20220923269,Tier Upgrade,Promoted
SAFRDCVH6,Artificial Intelligence,Gemini Enterprise,Tier 2 ➔ Tier 1,September,2026-09-01,49.0,54.0,+5.0,Tier 2,Tier 1,P20220923269,Tier Upgrade,Promoted
SAFIACAM7,Artificial Intelligence,Gemini Enterprise,Tier 3 ➔ Tier 2,September,2026-09-01,33.0,38.0,+5.0,Tier 3,Tier 2,P20220923269,Tier Upgrade,Promoted
SAFMSESH5,Artificial Intelligence,Gemini Enterprise,Tier 2 ➔ Tier 1,September,2026-09-01,47.0,52.0,+5.0,Tier 2,Tier 1,P20220923269,Tier Upgrade,Promoted
SAFIACAM7,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 3 ➔ Tier 2,September,2026-09-01,33.0,38.0,+5.0,Tier 3,Tier 2,P20220923269,Tier Upgrade,Promoted
SAFRDCVH6,Security,Security Command Center,Tier 4 ➔ Tier 3,September,2026-09-01,19.0,24.0,+5.0,Tier 4,Tier 3,P20220923269,Tier Upgrade,Promoted
SAFGCRLI3,Workspace,Workspace,Tier 4 ➔ Tier 3,September,2026-09-01,15.0,20.0,+5.0,Tier 4,Tier 3,P20220923269,Tier Upgrade,Promoted
SAFTGVVB8,Workspace,Workspace,Tier 4 ➔ Tier 3,September,2026-09-10,15.0,20.0,+5.0,Tier 4,Tier 3,P20220923269,Tier Upgrade,Promoted
