PARTNER GROWTH & VELOCITY: WORKLOAD STAGE PROGRESSION & DRP CAPABILITY,,,,,,,,,,,,,
"Partner: INFORMACIÓN LOCALIZADA SAS (Servinformación) | Partner Engineer: Jaquelyn Montañez, Fernando Laguna | Scope: Q3 2026 (July, August, September)",,,,,,,,,,,,,
Last Sync: 18 - Sep 2026 | Source: Concord BigQuery (Workload History & DRP Master) | Unified 14-Col Schema,,,,,,,,,,,,,
,,,,,,,,,,,,,
1. WORKLOAD GROWTH: STAGE ADVANCEMENTS (0-2 ➔ 3 & 3 ➔ 4.1),,,,,,,,,,,,,
Stage Transition,July (#),July ($ ARR),August (#),August ($ ARR),September (#),September ($ ARR),Q3 Total (#),Q3 Total ($ ARR),Share of Moved Deals,Top Pillar,Avg Deal ARR,Velocity Momentum,Status
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001h4sQpQAI"", ""LINDCORP S.A.C."")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009eJg5OAE"", ""Lindcorp | 100 Licencias Gemini Enterprise"")","$30,000.00",Stage 0-2 ➔ Stage 3,July,2026-07-01,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,3:  Proposal / Negotiation,Arianne Mahuad Escardo,Build with AI,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000OppLxIAJ"", ""Lindcorp | 100 Licencias Gemini Enterprise"")",0014M00001h34A7QAI,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hUBaHQAW"", ""UNIVERSIDADE FEDERAL DO TRIANGULO MINEIRO"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009eAe1OAE"", ""Infra Move"")","$150,000.00",Stage 0-2 ➔ Stage 3,July,2026-07-02,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,3:  Proposal / Negotiation,Victoria Oliveira,Migrate Modernize and Build,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000LjdZIIAZ"", ""UNIVERSIDADE FEDERAL DO TRIANGULO MINEIRO #OUT #GCP #MIGRATION #GOV-PS-BR  #SalesCreditPOC"")",0014M0000277PE9QAM,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001xAw1SQAS"", ""SONGA C.A"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009kJNgOAM"", ""Songa #GE"")","$19,380.00",Stage 0-2 ➔ Stage 3,July,2026-07-03,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,0-2: Tech Eval/Solution Dev,Alexandra Rodríguez,Build with AI,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000OJTnBIAX"", ""Songa Sociedad Nacional de Galapagos - Gemini Enterprise #soloGEServi"")",0014M00001w6OZ3QAM,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/001Kf00001CjYdKIAV"", ""Grupo Nazan"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009kJPIOA2"", ""Grupo Nazan - Gemini Enterprise Servinformacion (400 licencias)"")","$200,000.00",Stage 0-2 ➔ Stage 3,July,2026-07-04,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,Closed,Linnet Jáuregui,Build with AI,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000O9ijbIAB"", ""grupo nazan Vertex AI Search #Gemini Enterprise (350 licencias)"")",0014M00001w6OZ3QAM,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hlcrVQAQ"", ""La Fabril, S.A."")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009olO6OAI"", ""La Fabril - Gemelo Digital"")","$293,000.00",Stage 0-2 ➔ Stage 3,July,2026-07-06,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,0-2: Tech Eval/Solution Dev,Alexandra Rodríguez,Analytics,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000OY2f7IAD"", ""La Fabril - Gemelo Digital - Recommit #GCP"")",0014M00001w6OZ3QAM,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hqbjbQAA"", ""Corporacion Andina de Fomento"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009tOhQOAU"", ""CAF Agentspace"")","$64,800.00",Stage 3 ➔ Stage 4.1,July,2026-07-06,3:  Proposal / Negotiation,4.1: Pre Ramp / Mobilize,4.1: Pre Ramp / Mobilize,Diana Cuevas Jurney,Build with AI,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000JeeGCIAZ"", ""CAF #AgentSpace"")",0014M00001h3AyDQAU,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001yh4pQQAQ"", ""Alimentos Ideal S.A"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf0000082SWYOA2"", ""Alimentos Ideal S.A #GCP #NotebookLM# GEN AI"")","$2,000.00",Stage 3 ➔ Stage 4.1,July,2026-07-06,3:  Proposal / Negotiation,4.1: Pre Ramp / Mobilize,Closed,Christiane Amorosino,Build with AI,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000NSNhZIAX"", ""Alimentos Ideal S.A #GCP #NotebookLM# GEN AI  #OUT# CCA #GT"")",0014M00002TEROiQAP,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001qps5JQAQ"", ""Distribuidora Farmaceutica Ecuatoriana (Difare) S.A."")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009kF8XOAU"", ""Difare #GCP - Compute Engine - Test & Product"")","$210,000.00",Stage 0-2 ➔ Stage 3,July,2026-07-07,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,3:  Proposal / Negotiation,Alexandra Rodríguez,Migrate Modernize and Build,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000O9OGRIA3"", ""Difare #GCP - Compute Engine"")",0014M00001w6OZ3QAM,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hVfQdQAK"", ""MundoDreams S.A."")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009WBwPOAW"", ""Dreams - WL GE - Servinformacion"")","$75,000.00",Stage 0-2 ➔ Stage 3,July,2026-07-07,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,Closed,Mario Alegre,Build with AI,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000PMzC2IAL"", ""MUNDO DREAMS - EA  - Servi - JOR"")",001Kf000012gXIzIAM,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001h3QQVQA2"", ""Grupo Bafar, S.A.B. de C.V."")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009kErvOAE"", ""WL_Analiticos_Administrativos"")","$60,000.00",Stage 0-2 ➔ Stage 3,July,2026-07-07,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,4.3: Migrated/Implemented,Vane Colin,Analytics,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000O9IOTIA3"", ""WL_Grupo Bafar_Analiticos_Administrativos"")",0014M00002GHyqCQAT,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/001Kf0000134qVbIAI"", ""Vinna.one - WM SISTEMAS"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009eMKCOA2"", ""Vinna.one #ServiBrasil"")","$100,239.24",Stage 0-2 ➔ Stage 3,July,2026-07-08,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,3:  Proposal / Negotiation,Vito Colognori Ialongo,Migrate Modernize and Build,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000NPcVvIAL"", ""vinna.one #GCP #Acc_Latam #InfraMigration"")",0014M0000277PE9QAM,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001oh614QAA"", ""Sigma Alimentos"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009eKHLOA2"", ""Sigma AI"")","$1,200,000.00",Stage 0-2 ➔ Stage 3,July,2026-07-11,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,3:  Proposal / Negotiation,Edgar Larios,Analytics,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000Op4h1IAB"", ""Teleperformance SIGMA #GCP 1200M"")",0014M00001h3AyDQAU,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hbjWIQAY"", ""Ilustre Municipalidad de Providencia"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009e98NOAQ"", ""WL Muni Providencia Looker Bigquery"")","$100,000.00",Stage 0-2 ➔ Stage 3,July,2026-07-13,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,0-2: Tech Eval/Solution Dev,Oscar Barraza,Analytics,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000OlWkSIAV"", ""Municipalidad de Providencia - Datalake"")",001Kf000012gXIzIAM,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001n6R3fQAE"", ""FUXION BIOTECH S.A.C."")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf0000082SUwOAM"", ""Fuxión BIOTECH # Ciberseguridad"")","$35,000.00",Stage 0-2 ➔ Stage 3,July,2026-07-13,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,Closed,Christiane Amorosino,Security,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000OlVN1IAN"", ""Fuxión BIOTECH # Ciberseguridad"")",0014M00001h34A7QAI,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00002OCtLgQAL"", ""Licores de Guatemala"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009W8tDOAS"", ""#GCP# Gemini Enterprise"")","$28,687.50",Stage 0-2 ➔ Stage 3,July,2026-07-13,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,3:  Proposal / Negotiation,Christiane Amorosino,Build with AI,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000PE0wyIAD"", ""#GCP# Gemini Enterprise #Inbound #GT"")",0014M00002TEROiQAP,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hdOHuQAM"", ""Universidad Nacional de Colombia"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009t1ZyOAI"", ""Universidad Nacional de Colombia #Storage"")","$100,000.00",Stage 0-2 ➔ Stage 3,July,2026-07-14,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,3:  Proposal / Negotiation,Lauro Garcia,Storage,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000KZFdPIAX"", ""UNIVERSIDAD NACIONAL DE COLOMBIA #Storage #Google Cloud Platform"")",0014M00001h3AyDQAU,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hT2yMQAS"", ""Alcaldía de Medellín"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf0000082LSZOA2"", ""WL_Medellin_IA_Arquitectura"")","$60,000.00",Stage 0-2 ➔ Stage 3,July,2026-07-14,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,0-2: Tech Eval/Solution Dev,Santiago Moreno,Build with AI,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000N5XRZIA3"", ""AlcaldiaMedellin_IntegralTI_Fase2_Ciud360"")",0014M00001h3AyDQAU,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001h3QNzQAM"", ""Bankaool, S.A., Institución de Banca Multiple"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009WCGKOA4"", ""Bankaool - Gemini Enterprise |"")","$135,000.00",Stage 0-2 ➔ Stage 3,July,2026-07-16,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,3:  Proposal / Negotiation,Eduardo Bello,Build with AI,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000OevSeIAJ"", ""Bankaool - Gemini Enterprise |"")",0014M00002NSRhUQAX,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hq5IqQAI"", ""Raia Drogasil S/A"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf0000082KciOAE"", ""[GECX] RD Saúde - #CXAgentStudio - WL"")","$1,510,751.00",Stage 0-2 ➔ Stage 3,July,2026-07-20,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,4.3: Migrated/Implemented,Raphael Laxe,Customer Engagement,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000N5r81IAB"", ""[GECX] RD Saúde - #CXAgentStudio - DFCX Migration"")",0014M0000277PE9QAM,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001h3YBnQAM"", ""Corporacion Multi Inversiones S.A"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009kIMrOAM"", ""CMI - Herarmientas AI  #roadshowcentroamerica"")","$70,000.00",Stage 3 ➔ Stage 4.1,July,2026-07-20,3:  Proposal / Negotiation,4.1: Pre Ramp / Mobilize,4.1: Pre Ramp / Mobilize,Daniel Cornejo,Analytics,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000OAbxsIAD"", ""CMI - Infraestructura en GCP (renovacion contrato MSFT)  #roadshowcentroamerica"")",0014M00002TEROiQAP,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hd6zBQAQ"", ""BANCO AGRARIO DE COLOMBIA S A"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf0000082OmmOAE"", ""WL_Ampliacion_Apigee_BancoAgrario"")","$120,000.00",Stage 0-2 ➔ Stage 3,July,2026-07-21,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,3:  Proposal / Negotiation,Santiago Moreno,Migrate and Modernize Databases,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000N5lLiIAJ"", ""Ampliacion_Apigee_BancoAgrario"")",0014M00001h3AyDQAU,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hT2yMQAS"", ""Alcaldía de Medellín"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf0000082LSeOAM"", ""WL_Medellin_DATA_Arquitectura"")","$60,000.00",Stage 0-2 ➔ Stage 3,July,2026-07-21,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,3:  Proposal / Negotiation,Santiago Moreno,Analytics,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000N5XRZIA3"", ""AlcaldiaMedellin_IntegralTI_Fase2_Ciud360"")",0014M00001h3AyDQAU,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hN0FUQA0"", ""Copa Holdings S.A"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000004ZCTSOA4"", ""Wingo - Customer Experience Engagement Suite"")","$150,000.00",Stage 0-2 ➔ Stage 3,July,2026-07-22,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,3:  Proposal / Negotiation,Leonardo Rusinque,Customer Engagement,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000P6MbqIAF"", ""Wingo - Customer Experience Engagement Suite"")",0014M00001h3AyDQAU,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hp50zQAA"", ""UNIVERSIDAD COOPERATIVA DE COLOMBIA"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009WAK5OAO"", ""Gemini Enterprise Lic - Q2 - 2026"")","$10,000.00",Stage 0-2 ➔ Stage 3,July,2026-07-22,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,4.3: Migrated/Implemented,Lauro Garcia,Build with AI,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000PGLQ9IAP"", ""#AWT_playcompete_Servi CO - UCC - GE - Gemini Enterprise Lic - Q2 - 2026"")",0014M00001h3AyDQAU,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hiRHLQA2"", ""COORDINADORA MERCANTIL S A"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009eP76OAE"", ""INFORMACION LOCALIZADA S A S/$6.6M TCV/28 MO"")","$2,828,000.00",Stage 0-2 ➔ Stage 3,July,2026-07-23,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,4.3: Migrated/Implemented,Pedro Diaz Moreno,Migrate Modernize and Build,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000LkXkJIAV"", ""INFORMACION LOCALIZADA S A S/$6.6M TCV/28 MO"")",0014M00001h3AyDQAU,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hiRHLQA2"", ""COORDINADORA MERCANTIL S A"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009eP76OAE"", ""INFORMACION LOCALIZADA S A S/$6.6M TCV/28 MO"")","$2,828,000.00",Stage 3 ➔ Stage 4.1,July,2026-07-23,3:  Proposal / Negotiation,4.1: Pre Ramp / Mobilize,4.3: Migrated/Implemented,Pedro Diaz Moreno,Migrate Modernize and Build,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000LkXkJIAV"", ""INFORMACION LOCALIZADA S A S/$6.6M TCV/28 MO"")",0014M00001h3AyDQAU,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hlcrVQAQ"", ""La Fabril, S.A."")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009kKWZOA2"", ""GE Plus"")","$2,160.00",Stage 3 ➔ Stage 4.1,July,2026-07-23,3:  Proposal / Negotiation,4.1: Pre Ramp / Mobilize,4.2: Ramping / Deliver,Alexandra Rodríguez,Build with AI,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000PMyJbIAL"", ""CSM-UPGRADE- LA FABRIL"")",0014M00001w6OZ3QAM,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00002MsxJfQAJ"", ""Grupo Harari"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009kJxjOAE"", ""Southbay - GE - 50 Lic"")","$20,000.00",Stage 0-2 ➔ Stage 3,July,2026-07-27,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,3:  Proposal / Negotiation,Daniel Cornejo,Build with AI,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000OBRP8IAP"", ""Southbay - GE"")",0014M00002GHywFQAT,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hNkiUQAS"", ""Bahia Specialty Cellulose S/A"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000004ZLpFOAW"", ""Bahia Specialty Cellulose (Bracell) #GCP #GoogleEarthEngine"")","$7,800.00",Stage 0-2 ➔ Stage 3,July,2026-07-29,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,0-2: Tech Eval/Solution Dev,Tamires Peres,Analytics,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000OBWNtIAP"", ""Bahia Specialty Cellulose (Bracell) #GCP #GoogleEarthEngine"")",0014M0000277PE9QAM,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001xAw1SQAS"", ""SONGA C.A"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009kJNgOAM"", ""Songa #GE"")","$19,380.00",Stage 3 ➔ Stage 4.1,July,2026-07-30,3:  Proposal / Negotiation,4.1: Pre Ramp / Mobilize,0-2: Tech Eval/Solution Dev,Alexandra Rodríguez,Build with AI,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000OJTnBIAX"", ""Songa Sociedad Nacional de Galapagos - Gemini Enterprise #soloGEServi"")",0014M00001w6OZ3QAM,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hjFU7QAM"", ""ECOPETROL S A"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009WBhUOAW"", ""Ecopetrol - Proyecto GAIA analítica"")","$200,000.00",Stage 0-2 ➔ Stage 3,July,2026-07-31,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,4.2: Ramping / Deliver,Juan Carlos Florez,Analytics,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000OGkfdIAD"", ""ECOPETROL S A - GCP - Analíticas"")",0014M00001h3AyDQAU,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001lSboRQAS"", ""Willax Television"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009eJzROAU"", ""Willax Wong | Gemini Enterprise - 50 Licencias GE"")","$6,700.00",Stage 3 ➔ Stage 4.1,July,2026-07-31,3:  Proposal / Negotiation,4.1: Pre Ramp / Mobilize,Closed,Christiane Amorosino,Build with AI,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000Op9xrIAB"", ""Willax Wong  | Commit 3Y FY26-FY29"")",0014M00001h34A7QAI,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hRZaCQAW"", ""Camposol S.A"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000004ZNbZOAW"", ""Data & AI"")","$377,821.68",Stage 0-2 ➔ Stage 3,August,2026-08-03,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,0-2: Tech Eval/Solution Dev,Daniela Ramirez-Gaston Vizcarra,Migrate Modernize and Build,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000MMTwHIAX"", ""INFORMACION LOCALIZADA S.A.S. - SUCURSAL DEL PERU/$1.4M TCV/3 YR"")",0014M00001h34A7QAI,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001h3YBnQAM"", ""Corporacion Multi Inversiones S.A"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009kINBOA2"", ""CMI - Databriks to BQ  #roadshowcentroamerica"")","$100,000.00",Stage 0-2 ➔ Stage 3,August,2026-08-04,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,3:  Proposal / Negotiation,Daniel Cornejo,Analytics,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000OAbxsIAD"", ""CMI - Infraestructura en GCP (renovacion contrato MSFT)  #roadshowcentroamerica"")",0014M00001w6OZ3QAM,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001h3YBnQAM"", ""Corporacion Multi Inversiones S.A"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009kK9QOAU"", ""CMI - Servi - GE 30 Lic (1ra ampliación)"")","$8,100.00",Stage 3 ➔ Stage 4.1,August,2026-08-04,3:  Proposal / Negotiation,4.1: Pre Ramp / Mobilize,4.3: Migrated/Implemented,Daniel Cornejo,Build with AI,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000OBzUqIAL"", ""CMI - Servi - Crecimiento 30 Lic (Quote Corregido - 3er intento)"")",0014M00002TEROiQAP,Progressed
