PARTNER GROWTH & VELOCITY: WORKLOAD STAGE PROGRESSION & DRP CAPABILITY,,,,,,,,,,,,,
"Partner: Sauter Tecnologia | Partner Engineer: Thiago da Ponte | Scope: Q3 2026 (July, August, September)",,,,,,,,,,,,,
Last Sync: 16 - Sep 2026 | Source: Concord BigQuery (Workload History & DRP Master) | Unified 14-Col Schema,,,,,,,,,,,,,
,,,,,,,,,,,,,
1. WORKLOAD GROWTH: STAGE ADVANCEMENTS (0-2 ➔ 3 & 3 ➔ 4.1),,,,,,,,,,,,,
Stage Transition,July (#),July ($ ARR),August (#),August ($ ARR),September (#),September ($ ARR),Q3 Total (#),Q3 Total ($ ARR),Share of Moved Deals,Top Pillar,Avg Deal ARR,Velocity Momentum,Status
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hl9pMQAQ"", ""Drogaria Araújo S/A"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000004ZLFnOAO"", ""Ambiente de Dados - Looker"")","$30,000.00",Stage 0-2 ➔ Stage 3,July,2026-07-20,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,3:  Proposal / Negotiation,Renan Valadares,Analytics,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000OeoDrIAJ"", ""Araujo: Looker Backup"")",0014M00001mnmgxQAA,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/001Kf0000148MH7IAM"", ""Secretaria da Inovação e Inteligência Artificial - SEIA"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009W7ZlOAK"", ""EA PR GOV - COHAPAR | SIPED - Mod 2"")","$392,567.04",Stage 0-2 ➔ Stage 3,July,2026-07-22,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,4.1: Pre Ramp / Mobilize,Andrea Rodacki,Analytics,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000KiGCpIAN"", ""Secretaria da Inovação e Inteligência Artificial - SEIA/ $49,582,401 TCV/3 YRS"")",0014M00001mnmgxQAA,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/001Kf0000148MH7IAM"", ""Secretaria da Inovação e Inteligência Artificial - SEIA"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009W7ZlOAK"", ""EA PR GOV - COHAPAR | SIPED - Mod 2"")","$392,567.04",Stage 3 ➔ Stage 4.1,July,2026-07-22,3:  Proposal / Negotiation,4.1: Pre Ramp / Mobilize,4.1: Pre Ramp / Mobilize,Andrea Rodacki,Analytics,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000KiGCpIAN"", ""Secretaria da Inovação e Inteligência Artificial - SEIA/ $49,582,401 TCV/3 YRS"")",0014M00001mnmgxQAA,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/001Kf0000148MH7IAM"", ""Secretaria da Inovação e Inteligência Artificial - SEIA"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009W7ZvOAK"", ""EA PR GOV - COHAPAR | SIPED - Mod 3"")","$248,934.60",Stage 0-2 ➔ Stage 3,July,2026-07-22,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,4.1: Pre Ramp / Mobilize,Andrea Rodacki,Analytics,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000KiFfgIAF"", ""Secretaria da Inovação e Inteligência Artificial - SEIA - CELEPAR / $21,249,600 TCV / 3 YR"")",0014M00001mnmgxQAA,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/001Kf0000148MH7IAM"", ""Secretaria da Inovação e Inteligência Artificial - SEIA"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009W7ZvOAK"", ""EA PR GOV - COHAPAR | SIPED - Mod 3"")","$248,934.60",Stage 3 ➔ Stage 4.1,July,2026-07-22,3:  Proposal / Negotiation,4.1: Pre Ramp / Mobilize,4.1: Pre Ramp / Mobilize,Andrea Rodacki,Analytics,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000KiFfgIAF"", ""Secretaria da Inovação e Inteligência Artificial - SEIA - CELEPAR / $21,249,600 TCV / 3 YR"")",0014M00001mnmgxQAA,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/001Kf0000148MH7IAM"", ""Secretaria da Inovação e Inteligência Artificial - SEIA"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009W7ZWOA0"", ""EA PR GOV - COHAPAR | SIPED - Mods 0 e 1"")","$530,954.40",Stage 0-2 ➔ Stage 3,July,2026-07-23,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,4.2: Ramping / Deliver,Andrea Rodacki,Analytics,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000KiFfgIAF"", ""Secretaria da Inovação e Inteligência Artificial - SEIA - CELEPAR / $21,249,600 TCV / 3 YR"")",0014M00001mnmgxQAA,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001p5YsWQAU"", ""E-RURAL ATIVIDADES DE INTERNET LTDA"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000004ZNCtOAO"", ""ERural AI2"")","$110,000.00",Stage 0-2 ➔ Stage 3,August,2026-08-03,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,3:  Proposal / Negotiation,Catarina Battista,Migrate Modernize and Build,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000P6AhIIAV"", ""ERural AI"")",0014M00001mnmgxQAA,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/001Kf000016lhtyIAA"", ""COMETA GAMES - COMERCIO & SERVICOS LTDA"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009eQY8OAM"", ""Cometa Gaming Migration Commit"")","$1,000,000.00",Stage 0-2 ➔ Stage 3,August,2026-08-05,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,4.2: Ramping / Deliver,Nathã Souza,Migrate Modernize and Build,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000OrWlqIAF"", ""Cometa Gaming - #Commit - #AWSMigration - #ModernEA+RaMP"")",0014M00001mnmgxQAA,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/001Kf0000148MH7IAM"", ""Secretaria da Inovação e Inteligência Artificial - SEIA"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009WCrVOAW"", ""EA PR GOV - SEJU/Migrantes"")","$270,797.40",Stage 0-2 ➔ Stage 3,August,2026-08-07,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,4.1: Pre Ramp / Mobilize,Andrea Rodacki,Analytics,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000KiFfgIAF"", ""Secretaria da Inovação e Inteligência Artificial - SEIA - CELEPAR / $21,249,600 TCV / 3 YR"")",0014M00001mnmgxQAA,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/001Kf0000148MH7IAM"", ""Secretaria da Inovação e Inteligência Artificial - SEIA"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009W7ZlOAK"", ""EA PR GOV - COHAPAR | SIPED - Mod 2"")","$392,567.04",Stage 3 ➔ Stage 4.1,August,2026-08-10,3:  Proposal / Negotiation,4.1: Pre Ramp / Mobilize,4.1: Pre Ramp / Mobilize,Andrea Rodacki,Analytics,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000KiGCpIAN"", ""Secretaria da Inovação e Inteligência Artificial - SEIA/ $49,582,401 TCV/3 YRS"")",0014M00001mnmgxQAA,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/001Kf0000148MH7IAM"", ""Secretaria da Inovação e Inteligência Artificial - SEIA"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009W7ZvOAK"", ""EA PR GOV - COHAPAR | SIPED - Mod 3"")","$248,934.60",Stage 3 ➔ Stage 4.1,August,2026-08-10,3:  Proposal / Negotiation,4.1: Pre Ramp / Mobilize,4.1: Pre Ramp / Mobilize,Andrea Rodacki,Analytics,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000KiFfgIAF"", ""Secretaria da Inovação e Inteligência Artificial - SEIA - CELEPAR / $21,249,600 TCV / 3 YR"")",0014M00001mnmgxQAA,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/001Kf0000148MH7IAM"", ""Secretaria da Inovação e Inteligência Artificial - SEIA"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009WCrVOAW"", ""EA PR GOV - SEJU/Migrantes"")","$270,797.40",Stage 3 ➔ Stage 4.1,August,2026-08-14,3:  Proposal / Negotiation,4.1: Pre Ramp / Mobilize,4.1: Pre Ramp / Mobilize,Andrea Rodacki,Analytics,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000KiFfgIAF"", ""Secretaria da Inovação e Inteligência Artificial - SEIA - CELEPAR / $21,249,600 TCV / 3 YR"")",0014M00001mnmgxQAA,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00002ByzyiQAB"", ""Polícia Militar do Distrito Federal"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009eIiFOAU"", ""PMDF - GE"")","$150,000.00",Stage 0-2 ➔ Stage 3,August,2026-08-14,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,3:  Proposal / Negotiation,Tamyres Rocha,Build with AI,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000Op1Q4IAJ"", ""PMDF - GE/IA #SalesCreditPOC"")",0014M00001mnmgxQAA,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001htWqyQAE"", ""Valgroup"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009kM0LOAU"", ""[Valgroup] Apigee_App Integration"")","$232,500.00",Stage 0-2 ➔ Stage 3,August,2026-08-21,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,3:  Proposal / Negotiation,Eduardo Muller,Migrate Modernize and Build,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000LkFPnIAN"", ""VALGROUP - Apigee + Application Integration #1"")",0014M00001mnmgxQAA,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/001Kf000016lhtyIAA"", ""COMETA GAMES - COMERCIO & SERVICOS LTDA"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009eQY8OAM"", ""Cometa Gaming Migration Commit"")","$1,000,000.00",Stage 3 ➔ Stage 4.1,August,2026-08-24,3:  Proposal / Negotiation,4.1: Pre Ramp / Mobilize,4.2: Ramping / Deliver,Nathã Souza,Migrate Modernize and Build,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000OrWlqIAF"", ""Cometa Gaming - #Commit - #AWSMigration - #ModernEA+RaMP"")",0014M00001mnmgxQAA,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hUUbKQAW"", ""ZAMP SA (Burger King e Popeyes Brasil)"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009eR5lOAE"", ""Zamp - Oracle Migration"")","$56,000.00",Stage 0-2 ➔ Stage 3,August,2026-08-24,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,3:  Proposal / Negotiation,Ciro Bitencourt,Migrate and Modernize Databases,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000OYnvrIAD"", ""ZAMP S.A. /$ 4.6M TCV / 3YRS"")",0014M00001mnmgxQAA,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hq7oCQAQ"", ""(Malwee) Dobreve Participacoes S/A"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009eFm9OAE"", ""SAP RISE - Malwee"")","$500,000.00",Stage 0-2 ➔ Stage 3,September,2026-09-08,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,4.1: Pre Ramp / Mobilize,Daniel Leite,Migrate Modernize and Build,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000Op8LOIAZ"", ""SAP RISE - Malwee"")",0014M00001mnmgxQAA,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hq7oCQAQ"", ""(Malwee) Dobreve Participacoes S/A"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009eFm9OAE"", ""SAP RISE - Malwee"")","$500,000.00",Stage 3 ➔ Stage 4.1,September,2026-09-08,3:  Proposal / Negotiation,4.1: Pre Ramp / Mobilize,4.1: Pre Ramp / Mobilize,Daniel Leite,Migrate Modernize and Build,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000Op8LOIAZ"", ""SAP RISE - Malwee"")",0014M00001mnmgxQAA,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/001Kf000016lhtyIAA"", ""COMETA GAMES - COMERCIO & SERVICOS LTDA"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009eTB2OAM"", ""Cometa Gaming_DB_CloudSQL/Alloy"")","$200,000.00",Stage 3 ➔ Stage 4.1,September,2026-09-10,3:  Proposal / Negotiation,4.1: Pre Ramp / Mobilize,4.2: Ramping / Deliver,Raphael Nogueira,Migrate and Modernize Databases,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000OrWlqIAF"", ""Cometa Gaming - #Commit - #AWSMigration - #ModernEA+RaMP"")",0014M00001mnmgxQAA,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hq7orQAA"", ""Banco Pine S/A"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009eUhdOAE"", ""Pine_Storage"")","$60,000.00",Stage 0-2 ➔ Stage 3,September,2026-09-10,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,4.1: Pre Ramp / Mobilize,Renata Taglianetti,Storage,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000N4aNbIAJ"", ""Banco Pine - Storage"")",0014M00001mnmgxQAA,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hq7orQAA"", ""Banco Pine S/A"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009eUhdOAE"", ""Pine_Storage"")","$60,000.00",Stage 3 ➔ Stage 4.1,September,2026-09-10,3:  Proposal / Negotiation,4.1: Pre Ramp / Mobilize,4.1: Pre Ramp / Mobilize,Renata Taglianetti,Storage,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000N4aNbIAJ"", ""Banco Pine - Storage"")",0014M00001mnmgxQAA,Progressed
,,,,,,,,,,,,,
"2. DRP GROWTH: PRACTITIONER TIER PROMOTIONS (T4➔T3, T3➔T2, T2➔T1)",,,,,,,,,,,,,
Tier Transition,July Upgrades,August Upgrades,September Upgrades,Q3 Total Upgrades,Unique Profiles,July % Share,August % Share,September % Share,Top Practice Area,Top Product,Growth Velocity,DRP Partner Key,Status
Tier 4 ➔ Tier 3,11,0,1,12,7,91.7%,0.0%,8.3%,Infrastructure Modernization,Security Command Center,🔥 High,P20220602086,Active Progression
Tier 3 ➔ Tier 2,1,1,1,3,3,33.3%,33.3%,33.3%,Security,Security Command Center,🚀 Steady,P20220602086,Active Progression
Tier 2 ➔ Tier 1,0,0,0,0,0,0.0%,0.0%,0.0%,-,-,🌱 Emerging,P20220602086,No Upgrades
TOTAL DRP TIER PROMOTIONS,12,1,2,15,8,80.0%,6.7%,13.3%,-,-,-,-,-
,,,,,,,,,,,,,
PRACTICE AREA & PRODUCT TIER PROGRESSION TABLE,,,,,,,,,,,,,
Practice Area,Product,Tier 4 ➔ Tier 3,Tier 3 ➔ Tier 2,Tier 2 ➔ Tier 1,Total Upgrades,July Upgrades,August Upgrades,September Upgrades,Unique Profiles,DRP Partner Key,Growth Velocity Rating,Primary Upgrade Stage,Status
Application Modernization,Google Kubernetes Engine,1,0,0,1,1,0,0,1,P20220602086,🌱 Emerging (1-2),Tier 4 ➔ Tier 3,Active
Artificial Intelligence,GECX - CX Agent Studio,1,0,0,1,0,0,1,1,P20220602086,🌱 Emerging (1-2),Tier 4 ➔ Tier 3,Active
Artificial Intelligence,Gemini Enterprise Agent Platform,2,0,0,2,2,0,0,2,P20220602086,🌱 Emerging (1-2),Tier 4 ➔ Tier 3,Active
Infrastructure Modernization,Google Cloud Networking,2,1,0,3,2,1,0,3,P20220602086,🚀 Steady Growth (3-9),Tier 4 ➔ Tier 3,Active
Infrastructure Modernization,Google Cloud VMware Engine,1,0,0,1,1,0,0,1,P20220602086,🌱 Emerging (1-2),Tier 4 ➔ Tier 3,Active
Infrastructure Modernization,Google Compute Engine,2,0,0,2,2,0,0,2,P20220602086,🌱 Emerging (1-2),Tier 4 ➔ Tier 3,Active
Security,Cloud Security,1,0,0,1,1,0,0,1,P20220602086,🌱 Emerging (1-2),Tier 4 ➔ Tier 3,Active
Security,Security Command Center,2,2,0,4,3,0,1,3,P20220602086,🚀 Steady Growth (3-9),Tier 4 ➔ Tier 3,Active
TOTAL,-,12,3,0,15,12,1,2,8,-,-,-,-
,,,,,,,,,,,,,
PRACTITIONER PROFILES PROGRESSION DETAIL (INDIVIDUAL LEVEL TRANSITIONS),,,,,,,,,,,,,
Profile ID,Practice Area,Product,Tier Movement,Transition Month,Transition Date,Previous Score,New Score,Score Delta,Previous Tier,New Tier,DRP Partner Key,Promotion Type,Status
SAUGDMVM9,Infrastructure Modernization,Google Cloud VMware Engine,Tier 4 ➔ Tier 3,July,2026-07-02,13.0,23.0,+10.0,Tier 4,Tier 3,P20220602086,Tier Upgrade,Promoted
SAUGDMVM9,Security,Security Command Center,Tier 4 ➔ Tier 3,July,2026-07-02,18.0,23.0,+5.0,Tier 4,Tier 3,P20220602086,Tier Upgrade,Promoted
SAUCAJAY6,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,July,2026-07-09,19.0,24.0,+5.0,Tier 4,Tier 3,P20220602086,Tier Upgrade,Promoted
SAUCAJAY6,Security,Security Command Center,Tier 4 ➔ Tier 3,July,2026-07-12,19.0,24.0,+5.0,Tier 4,Tier 3,P20220602086,Tier Upgrade,Promoted
SAUATUKY9,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,July,2026-07-20,15.0,20.0,+5.0,Tier 4,Tier 3,P20220602086,Tier Upgrade,Promoted
SAUATUKY9,Security,Security Command Center,Tier 3 ➔ Tier 2,July,2026-07-20,30.0,35.0,+5.0,Tier 3,Tier 2,P20220602086,Tier Upgrade,Promoted
SAUWHYCT4,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,July,2026-07-22,19.0,24.0,+5.0,Tier 4,Tier 3,P20220602086,Tier Upgrade,Promoted
SAUPNJQX7,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,July,2026-07-23,10.0,20.0,+10.0,Tier 4,Tier 3,P20220602086,Tier Upgrade,Promoted
SAUPNJQX7,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,July,2026-07-23,15.0,25.0,+10.0,Tier 4,Tier 3,P20220602086,Tier Upgrade,Promoted
SAUPNJQX7,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,July,2026-07-23,10.0,20.0,+10.0,Tier 4,Tier 3,P20220602086,Tier Upgrade,Promoted
SAUPNJQX7,Security,Cloud Security,Tier 4 ➔ Tier 3,July,2026-07-23,10.0,20.0,+10.0,Tier 4,Tier 3,P20220602086,Tier Upgrade,Promoted
SAUADXHQ2,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,July,2026-07-28,16.0,26.0,+10.0,Tier 4,Tier 3,P20220602086,Tier Upgrade,Promoted
SAUHJUUM6,Infrastructure Modernization,Google Cloud Networking,Tier 3 ➔ Tier 2,August,2026-08-03,30.0,35.0,+5.0,Tier 3,Tier 2,P20220602086,Tier Upgrade,Promoted
SAUMRVDE4,Artificial Intelligence,GECX - CX Agent Studio,Tier 4 ➔ Tier 3,September,2026-09-01,15.0,25.0,+10.0,Tier 4,Tier 3,P20220602086,Tier Upgrade,Promoted
SAUCAJAY6,Security,Security Command Center,Tier 3 ➔ Tier 2,September,2026-09-10,29.0,39.0,+10.0,Tier 3,Tier 2,P20220602086,Tier Upgrade,Promoted
