PARTNER GROWTH & VELOCITY: WORKLOAD STAGE PROGRESSION & DRP CAPABILITY,,,,,,,,,,,,,
"Partner: QiNetwork | Partner Engineer: Luna Longo | Scope: Q3 2026 (July, August, September)",,,,,,,,,,,,,
Last Sync: 21 - Sep 2026 | Source: Concord BigQuery (Workload History & DRP Master) | Unified 14-Col Schema,,,,,,,,,,,,,
,,,,,,,,,,,,,
1. WORKLOAD GROWTH: STAGE ADVANCEMENTS (0-2 ➔ 3 & 3 ➔ 4.1),,,,,,,,,,,,,
Stage Transition,July (#),July ($ ARR),August (#),August ($ ARR),September (#),September ($ ARR),Q3 Total (#),Q3 Total ($ ARR),Share of Moved Deals,Top Pillar,Avg Deal ARR,Velocity Momentum,Status
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hKEpSQAW"", ""Schulz S/A"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009W8hgOAC"", ""Schulz #GeminiEnterprise #GCP #OUT"")","$4,713.00",Stage 3 ➔ Stage 4.1,July,2026-07-16,3:  Proposal / Negotiation,4.1: Pre Ramp / Mobilize,4.1: Pre Ramp / Mobilize,Fernando Vieira,Build with AI,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000OpAcaIAF"", ""Schulz #GeminiEnterprise #GCP #OUT"")",0014M00001h30rmQAA,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hKm0nQAC"", ""Minasmaquinas S/A"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000004ZM2xOAG"", ""Minas Maquinas - Infra"")","$120,000.00",Stage 0-2 ➔ Stage 3,July,2026-07-20,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,3:  Proposal / Negotiation,Tamires Peres,Migrate Modernize and Build,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000PX8kaIAD"", ""Minas Maquinas - Ambiente de Infra"")",0014M00001h30rmQAA,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hKEpSQAW"", ""Schulz S/A"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009WCjWOAW"", ""Schulz #GeminiEnterprise #GCP #OUT"")","$72,000.00",Stage 0-2 ➔ Stage 3,July,2026-07-21,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,4.1: Pre Ramp / Mobilize,Fernando Vieira,Build with AI,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000OpoaSIAR"", ""Schulz #GeminiEnterprise #GCP #OUT"")",0014M00001h30rmQAA,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hWsh6QAC"", ""Pátria Investimentos"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000004ZMQpOAO"", ""SCC_SEK"")","$20,000.00",Stage 0-2 ➔ Stage 3,July,2026-07-22,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,3:  Proposal / Negotiation,Vanessa Moyses,Security,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000MMTwlIAH"", ""Commit_Sek_Migração"")",0014M00001h30rmQAA,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hKJqwQAG"", ""Pátria Investimentos"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000004ZMQQOA4"", ""Novos WL para Commit_Patria"")","$150,000.00",Stage 0-2 ➔ Stage 3,July,2026-07-24,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,4.1: Pre Ramp / Mobilize,Vanessa Moyses,Migrate Modernize and Build,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000PQ4XiIAL"", ""Recommit Patria"")",0014M00001h30rmQAA,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hq7VvQAI"", ""Petrorecôncavo S/A."")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000004ZL8wOAG"", ""PetroReconcavo #GCP #GeminiEnterprise #MQL"")","$90,000.00",Stage 0-2 ➔ Stage 3,July,2026-07-29,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,3:  Proposal / Negotiation,Tamires Peres,Build with AI,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000OAu5LIAT"", ""PetroReconcavo #GCP #GeminiEnterprise #MQL"")",0014M00001h30rmQAA,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hKIowQAG"", ""Intelbrás S/A Indústria de Telecomunicações Eletrônica Brasileira"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009kJ3DOAU"", ""Azure x GCP"")","$132,000.00",Stage 0-2 ➔ Stage 3,August,2026-08-10,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,4.1: Pre Ramp / Mobilize,Felipe Pilon,Migrate Modernize and Build,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000PG9LSIA1"", ""Intelbras - Migração Azure 2 GCP (EA)"")",0014M00001h30rmQAA,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hKIowQAG"", ""Intelbrás S/A Indústria de Telecomunicações Eletrônica Brasileira"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009kJ3DOAU"", ""Azure x GCP"")","$132,000.00",Stage 3 ➔ Stage 4.1,August,2026-08-10,3:  Proposal / Negotiation,4.1: Pre Ramp / Mobilize,4.1: Pre Ramp / Mobilize,Felipe Pilon,Migrate Modernize and Build,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000PG9LSIA1"", ""Intelbras - Migração Azure 2 GCP (EA)"")",0014M00001h30rmQAA,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hq7VvQAI"", ""Petrorecôncavo S/A."")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000004ZL8wOAG"", ""PetroReconcavo #GCP #GeminiEnterprise #MQL"")","$90,000.00",Stage 0-2 ➔ Stage 3,August,2026-08-10,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,3:  Proposal / Negotiation,Tamires Peres,Build with AI,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000OAu5LIAT"", ""PetroReconcavo #GCP #GeminiEnterprise #MQL"")",0014M00001h30rmQAA,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hKJqwQAG"", ""Pátria Investimentos"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000004ZJCYOA4"", ""Solis Investimentos_Migração"")","$150,000.00",Stage 0-2 ➔ Stage 3,August,2026-08-11,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,3:  Proposal / Negotiation,Vanessa Moyses,Migrate Modernize and Build,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000POoq6IAD"", ""Solis Investimentos_Migração"")",0014M00001h30rmQAA,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hKEpSQAW"", ""Schulz S/A"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009WCjWOAW"", ""Schulz #GeminiEnterprise #GCP #OUT"")","$72,000.00",Stage 3 ➔ Stage 4.1,August,2026-08-12,3:  Proposal / Negotiation,4.1: Pre Ramp / Mobilize,4.1: Pre Ramp / Mobilize,Fernando Vieira,Build with AI,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000OpoaSIAR"", ""Schulz #GeminiEnterprise #GCP #OUT"")",0014M00001h30rmQAA,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00002OTk5VQAT"", ""Hotmart Technology Holding B.V."")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000004ZBugOAG"", ""[Hotmart] Gemini Enterprise Activation Seats"")","$48,000.00",Stage 0-2 ➔ Stage 3,August,2026-08-25,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,3:  Proposal / Negotiation,Mariana Martins Vasconcelos,Build with AI,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000NRFtpIAH"", ""[Hotmart] Gemini Enterprise Activation Seats"")",0014M00001h30rmQAA,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hKJqwQAG"", ""Pátria Investimentos"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000004ZOgBOAW"", ""Solis Investimentos_Migração parte 2"")","$150,000.00",Stage 0-2 ➔ Stage 3,August,2026-08-27,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,3:  Proposal / Negotiation,Vanessa Moyses,Migrate Modernize and Build,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000POoq6IAD"", ""Solis Investimentos_Migração"")",0014M00001h30rmQAA,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hfx4dQAA"", ""A. Costa Empreendimentos e Participações S/A"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000004ZQQoOAO"", ""Plataforma de IA - Diversas LMMs"")","$50,000.00",Stage 0-2 ➔ Stage 3,August,2026-08-31,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,3:  Proposal / Negotiation,Tamires Peres,Build with AI,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000Pj9CcIAJ"", ""Plataforma de IA - Diversas LMMs"")",0014M00001h30rmQAA,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hKJqwQAG"", ""Pátria Investimentos"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000004ZMQQOA4"", ""Novos WL para Commit_Patria"")","$150,000.00",Stage 3 ➔ Stage 4.1,September,2026-09-08,3:  Proposal / Negotiation,4.1: Pre Ramp / Mobilize,4.1: Pre Ramp / Mobilize,Vanessa Moyses,Migrate Modernize and Build,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000PQ4XiIAL"", ""Recommit Patria"")",0014M00001h30rmQAA,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hUFuhQAG"", ""Lar Cooperativa Agroindustrial"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009tTYsOAM"", ""[LAR Cooperativa] #Gemini"")","$20,000.00",Stage 3 ➔ Stage 4.1,September,2026-09-09,3:  Proposal / Negotiation,4.1: Pre Ramp / Mobilize,4.1: Pre Ramp / Mobilize,Daniel Prudencio,Build with AI,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000NiVpKIAV"", ""Lar Cooperativa Agroindustrial-Renewal-Vertex AI Spark Linear-2026"")",0014M00001h30rmQAA,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hKJqwQAG"", ""Pátria Investimentos"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000004ZKKuOAO"", ""Recommit Patria/ GE"")","$63,000.00",Stage 3 ➔ Stage 4.1,September,2026-09-18,3:  Proposal / Negotiation,4.1: Pre Ramp / Mobilize,4.1: Pre Ramp / Mobilize,Vanessa Moyses,Build with AI,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000KYyDDIA1"", ""GE Pátria"")",0014M00001h30rmQAA,Progressed
,,,,,,,,,,,,,
"2. DRP GROWTH: PRACTITIONER TIER PROMOTIONS (T4➔T3, T3➔T2, T2➔T1)",,,,,,,,,,,,,
Tier Transition,July Upgrades,August Upgrades,September Upgrades,Q3 Total Upgrades,Unique Profiles,July % Share,August % Share,September % Share,Top Practice Area,Top Product,Growth Velocity,DRP Partner Key,Status
Tier 4 ➔ Tier 3,8,1,1,10,9,80.0%,10.0%,10.0%,Artificial Intelligence,Gemini Enterprise Agent Platform,🔥 High,P20220923242,Active Progression
Tier 3 ➔ Tier 2,3,1,0,4,4,75.0%,25.0%,0.0%,Artificial Intelligence,Gemini Enterprise,🚀 Steady,P20220923242,Active Progression
Tier 2 ➔ Tier 1,5,0,0,5,3,100.0%,0.0%,0.0%,Artificial Intelligence,Gemini Enterprise Agent Platform,🚀 Steady,P20220923242,Active Progression
TOTAL DRP TIER PROMOTIONS,16,2,1,19,10,84.2%,10.5%,5.3%,-,-,-,-,-
,,,,,,,,,,,,,
PRACTICE AREA & PRODUCT TIER PROGRESSION TABLE,,,,,,,,,,,,,
Practice Area,Product,Tier 4 ➔ Tier 3,Tier 3 ➔ Tier 2,Tier 2 ➔ Tier 1,Total Upgrades,July Upgrades,August Upgrades,September Upgrades,Unique Profiles,DRP Partner Key,Growth Velocity Rating,Primary Upgrade Stage,Status
Application Modernization,Cloud Run,1,0,0,1,1,0,0,1,P20220923242,🌱 Emerging (1-2),Tier 4 ➔ Tier 3,Active
Application Modernization,Google Kubernetes Engine,1,0,0,1,0,0,1,1,P20220923242,🌱 Emerging (1-2),Tier 4 ➔ Tier 3,Active
Artificial Intelligence,Gemini Enterprise,3,2,2,7,7,0,0,5,P20220923242,🚀 Steady Growth (3-9),Tier 4 ➔ Tier 3,Active
Artificial Intelligence,Gemini Enterprise Agent Platform,4,0,3,7,6,1,0,7,P20220923242,🚀 Steady Growth (3-9),Tier 4 ➔ Tier 3,Active
Artificial Intelligence,Gemini Enterprise for Customer Experience,1,0,0,1,1,0,0,1,P20220923242,🌱 Emerging (1-2),Tier 4 ➔ Tier 3,Active
Infrastructure Modernization,Google Cloud Networking,0,1,0,1,1,0,0,1,P20220923242,🌱 Emerging (1-2),Tier 3 ➔ Tier 2,Active
Security,Security Command Center,0,1,0,1,0,1,0,1,P20220923242,🌱 Emerging (1-2),Tier 3 ➔ Tier 2,Active
TOTAL,-,10,4,5,19,16,2,1,10,-,-,-,-
,,,,,,,,,,,,,
PRACTITIONER PROFILES PROGRESSION DETAIL (INDIVIDUAL LEVEL TRANSITIONS),,,,,,,,,,,,,
Profile ID,Practice Area,Product,Tier Movement,Transition Month,Transition Date,Previous Score,New Score,Score Delta,Previous Tier,New Tier,DRP Partner Key,Promotion Type,Status
QINPMOAK5,Application Modernization,Cloud Run,Tier 4 ➔ Tier 3,July,2026-07-01,19.0,24.0,+5.0,Tier 4,Tier 3,P20220923242,Tier Upgrade,Promoted
QINWPBNP2,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,July,2026-07-01,14.0,24.0,+10.0,Tier 4,Tier 3,P20220923242,Tier Upgrade,Promoted
QINPMOAK5,Infrastructure Modernization,Google Cloud Networking,Tier 3 ➔ Tier 2,July,2026-07-01,34.0,39.0,+5.0,Tier 3,Tier 2,P20220923242,Tier Upgrade,Promoted
QINPDVVV3,Artificial Intelligence,Gemini Enterprise,Tier 3 ➔ Tier 2,July,2026-07-03,34.0,44.0,+10.0,Tier 3,Tier 2,P20220923242,Tier Upgrade,Promoted
QINMEWSD4,Artificial Intelligence,Gemini Enterprise,Tier 4 ➔ Tier 3,July,2026-07-05,15.0,20.0,+5.0,Tier 4,Tier 3,P20220923242,Tier Upgrade,Promoted
QINGOUSW7,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 2 ➔ Tier 1,July,2026-07-08,39.0,54.0,+15.0,Tier 2,Tier 1,P20220923242,Tier Upgrade,Promoted
QINPDVVV3,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 2 ➔ Tier 1,July,2026-07-08,49.0,54.0,+5.0,Tier 2,Tier 1,P20220923242,Tier Upgrade,Promoted
QINGAZOH2,Artificial Intelligence,Gemini Enterprise,Tier 2 ➔ Tier 1,July,2026-07-14,41.0,51.0,+10.0,Tier 2,Tier 1,P20220923242,Tier Upgrade,Promoted
QINGOUSW7,Artificial Intelligence,Gemini Enterprise,Tier 4 ➔ Tier 3,July,2026-07-14,19.0,24.0,+5.0,Tier 4,Tier 3,P20220923242,Tier Upgrade,Promoted
QINGAZOH2,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 2 ➔ Tier 1,July,2026-07-15,41.0,51.0,+10.0,Tier 2,Tier 1,P20220923242,Tier Upgrade,Promoted
QINPDVVV3,Artificial Intelligence,Gemini Enterprise,Tier 2 ➔ Tier 1,July,2026-07-24,49.0,54.0,+5.0,Tier 2,Tier 1,P20220923242,Tier Upgrade,Promoted
QINPDVVV3,Artificial Intelligence,Gemini Enterprise for Customer Experience,Tier 4 ➔ Tier 3,July,2026-07-24,19.0,24.0,+5.0,Tier 4,Tier 3,P20220923242,Tier Upgrade,Promoted
QINWBNOX2,Artificial Intelligence,Gemini Enterprise,Tier 4 ➔ Tier 3,July,2026-07-28,18.0,23.0,+5.0,Tier 4,Tier 3,P20220923242,Tier Upgrade,Promoted
QINMEWSD4,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,July,2026-07-29,10.0,20.0,+10.0,Tier 4,Tier 3,P20220923242,Tier Upgrade,Promoted
QINMEWSD4,Artificial Intelligence,Gemini Enterprise,Tier 3 ➔ Tier 2,July,2026-07-29,30.0,45.0,+15.0,Tier 3,Tier 2,P20220923242,Tier Upgrade,Promoted
QINMSVFL9,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,July,2026-07-30,19.0,24.0,+5.0,Tier 4,Tier 3,P20220923242,Tier Upgrade,Promoted
QINYFIHF1,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,August,2026-08-15,10.0,20.0,+10.0,Tier 4,Tier 3,P20220923242,Tier Upgrade,Promoted
QINGOUSW7,Security,Security Command Center,Tier 3 ➔ Tier 2,August,2026-08-19,34.0,39.0,+5.0,Tier 3,Tier 2,P20220923242,Tier Upgrade,Promoted
QINJBRHS5,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,September,2026-09-10,15.0,20.0,+5.0,Tier 4,Tier 3,P20220923242,Tier Upgrade,Promoted
