PARTNER GROWTH & VELOCITY: WORKLOAD STAGE PROGRESSION & DRP CAPABILITY,,,,,,,,,,,,,
"Partner: Emergys Mexico | Partner Engineer: Ignacio Rauda | Scope: Q3 2026 (July, August, September)",,,,,,,,,,,,,
Last Sync: 21 - Sep 2026 | Source: Concord BigQuery (Workload History & DRP Master) | Unified 14-Col Schema,,,,,,,,,,,,,
,,,,,,,,,,,,,
1. WORKLOAD GROWTH: STAGE ADVANCEMENTS (0-2 ➔ 3 & 3 ➔ 4.1),,,,,,,,,,,,,
Stage Transition,July (#),July ($ ARR),August (#),August ($ ARR),September (#),September ($ ARR),Q3 Total (#),Q3 Total ($ ARR),Share of Moved Deals,Top Pillar,Avg Deal ARR,Velocity Momentum,Status
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00002MvWPvQAN"", ""Berrysafe"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009WDHOOA4"", ""BERRYSAFE #GCP # MMB #GCE GCVE #AWS#MX"")","$150,000.00",Stage 0-2 ➔ Stage 3,September,2026-09-16,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,3:  Proposal / Negotiation,Luis Alonso Contreras,Migrate Modernize and Build,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000Of4xCIAR"", ""BERRYSAFE #GCP # MMB #OUT #AWS#MX #SalesCreditPOC"")",0014M00001msBmRQAU,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001kDjUsQAK"", ""Kayum"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009WDbnOAG"", ""Aora Servicios #OUT #Infra #Migración de Servidores ACAMAI#RAMP"")","$110,000.00",Stage 0-2 ➔ Stage 3,September,2026-09-16,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,3:  Proposal / Negotiation,Luis Alonso Contreras,Migrate Modernize and Build,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000Of6lDIAR"", ""Aora Servicios #OUT #Infra #Migración de Servidores"")",0014M00001msBmRQAU,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001kDjUsQAK"", ""Kayum"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009WDbdOAG"", ""Aora Servicios #INB #Gemini Enterprise Agent Platform #GCP IA / Gemini E"")","$60,000.00",Stage 0-2 ➔ Stage 3,September,2026-09-16,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,3:  Proposal / Negotiation,Luis Alonso Contreras,Build with AI,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000Of6koIAB"", ""Aora Servicios #INB #Gemini Enterprise Agent Platform #GCP IA / Gemini Expansion"")",0014M00001msBmRQAU,Progressed
,,,,,,,,,,,,,
"2. DRP GROWTH: PRACTITIONER TIER PROMOTIONS (T4➔T3, T3➔T2, T2➔T1)",,,,,,,,,,,,,
Tier Transition,July Upgrades,August Upgrades,September Upgrades,Q3 Total Upgrades,Unique Profiles,July % Share,August % Share,September % Share,Top Practice Area,Top Product,Growth Velocity,DRP Partner Key,Status
Tier 4 ➔ Tier 3,2,0,2,4,2,50.0%,0.0%,50.0%,Artificial Intelligence,Gemini Enterprise Agent Platform,🚀 Steady,P20220923099,Active Progression
Tier 3 ➔ Tier 2,2,0,0,2,1,100.0%,0.0%,0.0%,Artificial Intelligence,Gemini Enterprise Agent Platform,🌱 Emerging,P20220923099,Active Progression
Tier 2 ➔ Tier 1,0,0,0,0,0,0.0%,0.0%,0.0%,-,-,🌱 Emerging,P20220923099,No Upgrades
TOTAL DRP TIER PROMOTIONS,4,0,2,6,2,66.7%,0.0%,33.3%,-,-,-,-,-
,,,,,,,,,,,,,
PRACTICE AREA & PRODUCT TIER PROGRESSION TABLE,,,,,,,,,,,,,
Practice Area,Product,Tier 4 ➔ Tier 3,Tier 3 ➔ Tier 2,Tier 2 ➔ Tier 1,Total Upgrades,July Upgrades,August Upgrades,September Upgrades,Unique Profiles,DRP Partner Key,Growth Velocity Rating,Primary Upgrade Stage,Status
Artificial Intelligence,GECX - CX Agent Studio,1,0,0,1,0,0,1,1,P20220923099,🌱 Emerging (1-2),Tier 4 ➔ Tier 3,Active
Artificial Intelligence,Gemini Enterprise,1,0,0,1,1,0,0,1,P20220923099,🌱 Emerging (1-2),Tier 4 ➔ Tier 3,Active
Artificial Intelligence,Gemini Enterprise Agent Platform,1,1,0,2,2,0,0,1,P20220923099,🌱 Emerging (1-2),Tier 4 ➔ Tier 3,Active
Artificial Intelligence,Gemini Enterprise for Customer Experience,0,1,0,1,1,0,0,1,P20220923099,🌱 Emerging (1-2),Tier 3 ➔ Tier 2,Active
Data & Analytics,BigQuery,1,0,0,1,0,0,1,1,P20220923099,🌱 Emerging (1-2),Tier 4 ➔ Tier 3,Active
TOTAL,-,4,2,0,6,4,0,2,2,-,-,-,-
,,,,,,,,,,,,,
PRACTITIONER PROFILES PROGRESSION DETAIL (INDIVIDUAL LEVEL TRANSITIONS),,,,,,,,,,,,,
Profile ID,Practice Area,Product,Tier Movement,Transition Month,Transition Date,Previous Score,New Score,Score Delta,Previous Tier,New Tier,DRP Partner Key,Promotion Type,Status
EMEGHINH9,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,July,2026-07-09,10.0,25.0,+15.0,Tier 4,Tier 3,P20220923099,Tier Upgrade,Promoted
EMEGHINH9,Artificial Intelligence,Gemini Enterprise,Tier 4 ➔ Tier 3,July,2026-07-26,15.0,25.0,+10.0,Tier 4,Tier 3,P20220923099,Tier Upgrade,Promoted
EMEGHINH9,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 3 ➔ Tier 2,July,2026-07-26,30.0,40.0,+10.0,Tier 3,Tier 2,P20220923099,Tier Upgrade,Promoted
EMEGHINH9,Artificial Intelligence,Gemini Enterprise for Customer Experience,Tier 3 ➔ Tier 2,July,2026-07-29,30.0,35.0,+5.0,Tier 3,Tier 2,P20220923099,Tier Upgrade,Promoted
EMEGHINH9,Artificial Intelligence,GECX - CX Agent Studio,Tier 4 ➔ Tier 3,September,2026-09-01,10.0,25.0,+15.0,Tier 4,Tier 3,P20220923099,Tier Upgrade,Promoted
EMETRKPU7,Data & Analytics,BigQuery,Tier 4 ➔ Tier 3,September,2026-09-17,18.0,23.0,+5.0,Tier 4,Tier 3,P20220923099,Tier Upgrade,Promoted
