PARTNER GROWTH & VELOCITY: WORKLOAD STAGE PROGRESSION & DRP CAPABILITY,,,,,,,,,,,,,
"Partner: Kyndryl Brasil | Partner Engineer: Thiago da Ponte | Scope: Q3 2026 (July, August, September)",,,,,,,,,,,,,
Last Sync: 24 - Sep 2026 | Source: Concord BigQuery (Workload History & DRP Master) | Unified 14-Col Schema,,,,,,,,,,,,,
,,,,,,,,,,,,,
1. WORKLOAD GROWTH: STAGE ADVANCEMENTS (0-2 ➔ 3 & 3 ➔ 4.1),,,,,,,,,,,,,
Stage Transition,July (#),July ($ ARR),August (#),August ($ ARR),September (#),September ($ ARR),Q3 Total (#),Q3 Total ($ ARR),Share of Moved Deals,Top Pillar,Avg Deal ARR,Velocity Momentum,Status
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hX29wQAC"", ""CAJA COLOMBIANA DE SUBSIDIO FAMILIAR COLSUBSIDIO"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000006AD00OAG"", ""Colsubsidio SAP IaaS"")","$600,000.00",Stage 0-2 ➔ Stage 3,July,2026-07-07,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,3:  Proposal / Negotiation,Santiago Guerrero,Migrate Modernize and Build,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000LkT3aIAF"", ""Colsubsidio SAP IaaS"")",0014M00002BR5AuQAL,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hUP2HQAW"", ""Companhia Brasileira de Distribuição"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009onafOAA"", ""GCVE - Sem Cud e Sem Licencas"")","$192,000.00",Stage 0-2 ➔ Stage 3,July,2026-07-08,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,4.3: Migrated/Implemented,Rafael Alcalá,Migrate Modernize and Build,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000Oo2YnIAJ"", ""GPA - Sem CUD #OUT"")",0014M0000281B4tQAE,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/001Kf00001EMXedIAH"", ""Gasngo Mexico"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009olfMOAQ"", ""Kndryl - Infra Mod"")","$500,000.00",Stage 0-2 ➔ Stage 3,July,2026-07-09,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,4.1: Pre Ramp / Mobilize,Santiago Meza,Migrate Modernize and Build,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000LkcsqIAB"", ""GASNGO EA"")",0014M00001yTakKQAS,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hNkiPQAS"", ""Aché Laboratórios Farmacêuticos S/A"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009tWWLOA2"", ""[Ache] DC Migration 250VMs"")","$800,000.00",Stage 0-2 ➔ Stage 3,July,2026-07-13,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,3:  Proposal / Negotiation,Alexandre Kota,Migrate Modernize and Build,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000NSLKfIAP"", ""[Ache] DC Migration - 250VMs + SAP RISE"")",0014M00001yTraMQAS,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hcBNAQA2"", ""Ferreycorp S.A.A."")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009ss5EOAQ"", ""Azure Exit - Infra"")","$20,000.00",Stage 3 ➔ Stage 4.1,July,2026-07-14,3:  Proposal / Negotiation,4.1: Pre Ramp / Mobilize,4.3: Migrated/Implemented,Daniela Ramirez-Gaston Vizcarra,Migrate Modernize and Build,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000NzK5fIAF"", ""Ferreyros - Commit renewal - 200K"")",0014M000027zF5oQAE,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/001Kf00001EMXedIAH"", ""Gasngo Mexico"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009olfMOAQ"", ""Kndryl - Infra Mod"")","$500,000.00",Stage 3 ➔ Stage 4.1,July,2026-07-16,3:  Proposal / Negotiation,4.1: Pre Ramp / Mobilize,4.1: Pre Ramp / Mobilize,Santiago Meza,Migrate Modernize and Build,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000LkcsqIAB"", ""GASNGO EA"")",0014M00001yTakKQAS,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hredbQAA"", ""Grupo Financiero Banorte, S.A.B. de C.V."")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009ePM1OAM"", ""[BANCO] [RM] GCVE SON"")","$150,000.00",Stage 0-2 ➔ Stage 3,July,2026-07-31,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,Closed,Victor Domínguez,Migrate Modernize and Build,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000OrCcuIAF"", ""Banorte - GCVE Nodos Storage"")",0014M00001yTakKQAS,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hNkj4QAC"", ""Radio e Televisao Record S/A"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009e9iFOAQ"", ""Record | Migration Cloudera To BigQuery"")","$145,000.00",Stage 3 ➔ Stage 4.1,August,2026-08-10,3:  Proposal / Negotiation,4.1: Pre Ramp / Mobilize,4.2: Ramping / Deliver,Saulo Pereira,Analytics,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000OliOfIAJ"", ""#RevDA_Record_ClouderaToGCP_Kyndryl"")",0014M00001yTraMQAS,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hTImGQAW"", ""ALFAGRES S.A."")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009kG9vOAE"", ""Alfagres Gemini Enterprise 200 Usuarios"")","$42,000.00",Stage 0-2 ➔ Stage 3,August,2026-08-11,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,0-2: Tech Eval/Solution Dev,Santiago Guerrero,Build with AI,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000ORvyaIAD"", ""FY26 #Outbound #ALFA # Gemini enterprise #Optimización de Manufactura y Logística #PlaybookGE"")",0014M00002BR5AuQAL,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hNkiPQAS"", ""Aché Laboratórios Farmacêuticos S/A"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000004ZOMaOAO"", ""Aché - OracleBaseDB - #Oracle"")","$40,000.00",Stage 0-2 ➔ Stage 3,August,2026-08-11,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,3:  Proposal / Negotiation,Karla Nobre,Migrate Modernize and Build,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000Osrw6IAB"", ""[Ache] Recommit"")",0014M00001yTraMQAS,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hqUYyQAM"", ""Intercorp Peru Ltd."")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009e7jOOAQ"", ""La tinka - Creación de Agentes"")","$89,000.00",Stage 0-2 ➔ Stage 3,August,2026-08-14,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,3:  Proposal / Negotiation,Daniela Falchi,Build with AI,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000OTGmdIAH"", ""La Tinka - Agentes DATA y AI #SalesCreditPOC #PlaybookGE"")",0014M000027zF5oQAE,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hredbQAA"", ""Grupo Financiero Banorte, S.A.B. de C.V."")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009tZf1OAE"", ""[BANCO] [RM] Azure exit to GCVE (408VM)"")","$355,984.00",Stage 0-2 ➔ Stage 3,August,2026-08-24,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,3:  Proposal / Negotiation,Ricardo Medina,Migrate Modernize and Build,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000O9gBUIAZ"", ""8-nodos GCVE con Kyndryl"")",0014M00001yTakKQAS,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001nUZ1mQAG"", ""Solar Coca Cola"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009eKGXOA2"", ""SolarBR_GeminiApp"")","$92,880.00",Stage 3 ➔ Stage 4.1,August,2026-08-31,3:  Proposal / Negotiation,4.1: Pre Ramp / Mobilize,4.2: Ramping / Deliver,Roberta Coelho,Build with AI,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000Opx2CIAR"", ""Solar_GeminiEnterpriseApp"")",0014M00001yTraMQAS,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001h3mmdQAA"", ""Pisa Pharmaceutica"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000004ZP64OAG"", ""HA"")","$2,100,000.00",Stage 0-2 ➔ Stage 3,September,2026-09-07,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,3:  Proposal / Negotiation,Maria Aja Kindelan,Migrate Modernize and Build,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000PisgMIAR"", ""PiSA HA Project"")",0014M00001yTakKQAS,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hredbQAA"", ""Grupo Financiero Banorte, S.A.B. de C.V."")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009tZf1OAE"", ""[BANCO] [RM] Azure exit to GCVE (408VM)"")","$355,984.00",Stage 0-2 ➔ Stage 3,September,2026-09-08,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,3:  Proposal / Negotiation,Ricardo Medina,Migrate Modernize and Build,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000O9gBUIAZ"", ""8-nodos GCVE con Kyndryl"")",0014M00001yTakKQAS,Progressed
"=HYPERLINK(""https://vector.corp.google.com/account/0014M00001hNkj4QAC"", ""Radio e Televisao Record S/A"")","=HYPERLINK(""https://vector.corp.google.com/workload/aBJKf000009kGjoOAE"", ""Record #SAP IaaS"")","$450,000.00",Stage 0-2 ➔ Stage 3,September,2026-09-17,0-2: Tech Eval/Solution Dev,3:  Proposal / Negotiation,3:  Proposal / Negotiation,Ale Tavares,Migrate Modernize and Build,"=HYPERLINK(""https://vector.corp.google.com/opportunity/006Kf00000OA0VVIA1"", ""Record #SAP IaaS #SAPCAP"")",0014M00001yTraMQAS,Progressed
,,,,,,,,,,,,,
"2. DRP GROWTH: PRACTITIONER TIER PROMOTIONS (T4➔T3, T3➔T2, T2➔T1)",,,,,,,,,,,,,
Tier Transition,July Upgrades,August Upgrades,September Upgrades,Q3 Total Upgrades,Unique Profiles,July % Share,August % Share,September % Share,Top Practice Area,Top Product,Growth Velocity,DRP Partner Key,Status
Tier 4 ➔ Tier 3,225,210,251,686,339,32.8%,30.6%,36.6%,Infrastructure Modernization,Google Compute Engine,🔥 High,P20220428047,Active Progression
Tier 3 ➔ Tier 2,71,57,75,203,137,35.0%,28.1%,36.9%,Infrastructure Modernization,Google Compute Engine,🔥 High,P20220428047,Active Progression
Tier 2 ➔ Tier 1,29,27,9,65,45,44.6%,41.5%,13.8%,Infrastructure Modernization,Google Compute Engine,🔥 High,P20220428047,Active Progression
TOTAL DRP TIER PROMOTIONS,325,294,335,954,374,34.1%,30.8%,35.1%,-,-,-,-,-
,,,,,,,,,,,,,
PRACTICE AREA & PRODUCT TIER PROGRESSION TABLE,,,,,,,,,,,,,
Practice Area,Product,Tier 4 ➔ Tier 3,Tier 3 ➔ Tier 2,Tier 2 ➔ Tier 1,Total Upgrades,July Upgrades,August Upgrades,September Upgrades,Unique Profiles,DRP Partner Key,Growth Velocity Rating,Primary Upgrade Stage,Status
Application Modernization,Apigee API Management,8,1,0,9,1,5,3,9,P20220428047,🚀 Steady Growth (3-9),Tier 4 ➔ Tier 3,Active
Application Modernization,Cloud Run,32,5,1,38,5,18,15,36,P20220428047,🔥 High Velocity (10+),Tier 4 ➔ Tier 3,Active
Application Modernization,Google Kubernetes Engine,86,15,7,108,39,27,42,100,P20220428047,🔥 High Velocity (10+),Tier 4 ➔ Tier 3,Active
Artificial Intelligence,AI Applications,10,0,2,12,5,5,2,12,P20220428047,🔥 High Velocity (10+),Tier 4 ➔ Tier 3,Active
Artificial Intelligence,GECX - CX Agent Studio,12,1,0,13,0,0,13,13,P20220428047,🔥 High Velocity (10+),Tier 4 ➔ Tier 3,Active
Artificial Intelligence,Gemini Enterprise,35,14,2,51,18,20,13,41,P20220428047,🔥 High Velocity (10+),Tier 4 ➔ Tier 3,Active
Artificial Intelligence,Gemini Enterprise Agent Platform,66,23,11,100,29,33,38,82,P20220428047,🔥 High Velocity (10+),Tier 4 ➔ Tier 3,Active
Artificial Intelligence,Gemini Enterprise for Customer Experience,3,1,1,5,5,0,0,5,P20220428047,🚀 Steady Growth (3-9),Tier 4 ➔ Tier 3,Active
Data & Analytics,BigQuery,48,21,3,72,18,23,31,63,P20220428047,🔥 High Velocity (10+),Tier 4 ➔ Tier 3,Active
Data & Analytics,Dataflow,21,5,3,29,12,11,6,25,P20220428047,🔥 High Velocity (10+),Tier 4 ➔ Tier 3,Active
Data & Analytics,Dataproc,12,2,0,14,3,6,5,12,P20220428047,🔥 High Velocity (10+),Tier 4 ➔ Tier 3,Active
Data & Analytics,Looker,13,2,0,15,4,6,5,13,P20220428047,🔥 High Velocity (10+),Tier 4 ➔ Tier 3,Active
Databases,AlloyDB for PostgreSQL,2,1,0,3,3,0,0,2,P20220428047,🚀 Steady Growth (3-9),Tier 4 ➔ Tier 3,Active
Databases,Cloud SQL,21,6,0,27,7,18,2,22,P20220428047,🔥 High Velocity (10+),Tier 4 ➔ Tier 3,Active
Databases,Spanner,6,1,0,7,3,4,0,6,P20220428047,🚀 Steady Growth (3-9),Tier 4 ➔ Tier 3,Active
Infrastructure Modernization,Google Cloud Networking,82,37,5,124,38,34,52,117,P20220428047,🔥 High Velocity (10+),Tier 4 ➔ Tier 3,Active
Infrastructure Modernization,Google Cloud VMware Engine,24,3,0,27,15,10,2,27,P20220428047,🔥 High Velocity (10+),Tier 4 ➔ Tier 3,Active
Infrastructure Modernization,Google Compute Engine,115,62,29,206,77,53,76,176,P20220428047,🔥 High Velocity (10+),Tier 4 ➔ Tier 3,Active
Infrastructure Modernization,Google Distributed Cloud,11,0,0,11,6,1,4,10,P20220428047,🔥 High Velocity (10+),Tier 4 ➔ Tier 3,Active
Infrastructure Modernization,Oracle,5,0,0,5,3,1,1,5,P20220428047,🚀 Steady Growth (3-9),Tier 4 ➔ Tier 3,Active
Infrastructure Modernization,SAP on Google Cloud,11,0,1,12,9,0,3,10,P20220428047,🔥 High Velocity (10+),Tier 4 ➔ Tier 3,Active
Security,Cloud Security,54,2,0,56,20,16,20,55,P20220428047,🔥 High Velocity (10+),Tier 4 ➔ Tier 3,Active
Security,Security Command Center,3,0,0,3,1,2,0,3,P20220428047,🚀 Steady Growth (3-9),Tier 4 ➔ Tier 3,Active
Security,Security Operations,2,1,0,3,2,1,0,3,P20220428047,🚀 Steady Growth (3-9),Tier 4 ➔ Tier 3,Active
Workspace,Workspace,4,0,0,4,2,0,2,4,P20220428047,🚀 Steady Growth (3-9),Tier 4 ➔ Tier 3,Active
TOTAL,-,686,203,65,954,325,294,335,374,-,-,-,-
,,,,,,,,,,,,,
PRACTITIONER PROFILES PROGRESSION DETAIL (INDIVIDUAL LEVEL TRANSITIONS),,,,,,,,,,,,,
Profile ID,Practice Area,Product,Tier Movement,Transition Month,Transition Date,Previous Score,New Score,Score Delta,Previous Tier,New Tier,DRP Partner Key,Promotion Type,Status
KYNPHONA2,Artificial Intelligence,Gemini Enterprise,Tier 4 ➔ Tier 3,July,2026-07-01,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNKMSIE5,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,July,2026-07-01,15.0,25.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNBLDTW1,Infrastructure Modernization,Google Compute Engine,Tier 3 ➔ Tier 2,July,2026-07-01,30.0,35.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNVJQNC4,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,July,2026-07-01,19.0,29.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNCACWK0,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,July,2026-07-01,18.0,23.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNJCLNC7,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,July,2026-07-01,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNLSRMP0,Security,Cloud Security,Tier 4 ➔ Tier 3,July,2026-07-01,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNEMVKA7,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,July,2026-07-02,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNVSPMJ3,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,July,2026-07-02,14.0,24.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNVSPMJ3,Infrastructure Modernization,Google Distributed Cloud,Tier 4 ➔ Tier 3,July,2026-07-02,14.0,24.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNBETVC3,Infrastructure Modernization,SAP on Google Cloud,Tier 4 ➔ Tier 3,July,2026-07-02,14.0,24.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNRNYKO3,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,July,2026-07-02,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNNGXHE0,Security,Security Operations,Tier 4 ➔ Tier 3,July,2026-07-02,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNPSRYH5,Databases,Cloud SQL,Tier 4 ➔ Tier 3,July,2026-07-03,18.0,23.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNGMSP41,Application Modernization,Google Kubernetes Engine,Tier 3 ➔ Tier 2,July,2026-07-04,29.0,39.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNGMSP41,Application Modernization,Cloud Run,Tier 4 ➔ Tier 3,July,2026-07-04,14.0,24.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNMNNHH5,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,July,2026-07-04,12.0,22.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSV7K12,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,July,2026-07-04,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNNPBCM8,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,July,2026-07-04,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNJJLEI3,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,July,2026-07-04,16.0,21.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNJJLEI3,Data & Analytics,Dataproc,Tier 4 ➔ Tier 3,July,2026-07-04,11.0,21.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNFF2X31,Data & Analytics,BigQuery,Tier 4 ➔ Tier 3,July,2026-07-04,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNJJLEI3,Data & Analytics,Dataflow,Tier 3 ➔ Tier 2,July,2026-07-04,31.0,46.0,+15.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNFF2X31,Data & Analytics,Dataflow,Tier 4 ➔ Tier 3,July,2026-07-04,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNJJLEI3,Data & Analytics,BigQuery,Tier 3 ➔ Tier 2,July,2026-07-04,21.0,36.0,+15.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNBTWNJ0,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,July,2026-07-04,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNHDCFP5,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,July,2026-07-04,10.0,20.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNHDCFP5,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,July,2026-07-04,10.0,20.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNFF2X31,Infrastructure Modernization,Google Compute Engine,Tier 2 ➔ Tier 1,July,2026-07-04,44.0,54.0,+10.0,Tier 2,Tier 1,P20220428047,Tier Upgrade,Promoted
KYNBDOCC7,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,July,2026-07-04,9.0,24.0,+15.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNGMSP41,Infrastructure Modernization,Google Compute Engine,Tier 2 ➔ Tier 1,July,2026-07-04,44.0,59.0,+15.0,Tier 2,Tier 1,P20220428047,Tier Upgrade,Promoted
KYNJJLEI3,Infrastructure Modernization,Google Compute Engine,Tier 2 ➔ Tier 1,July,2026-07-04,46.0,61.0,+15.0,Tier 2,Tier 1,P20220428047,Tier Upgrade,Promoted
KYNYAENS8,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,July,2026-07-04,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNNPBCM8,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,July,2026-07-04,15.0,25.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNGMSP41,Infrastructure Modernization,Google Cloud VMware Engine,Tier 4 ➔ Tier 3,July,2026-07-04,14.0,24.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNDTWOR7,Infrastructure Modernization,SAP on Google Cloud,Tier 4 ➔ Tier 3,July,2026-07-04,14.0,24.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNNPFTX6,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,July,2026-07-05,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNDV6EU0,Artificial Intelligence,AI Applications,Tier 4 ➔ Tier 3,July,2026-07-05,14.0,24.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNNKXWJ9,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,July,2026-07-05,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNDV6EU0,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,July,2026-07-05,14.0,29.0,+15.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
